DOI,Relevant to Study,Review,Observational,Experiment,Metanalysis,QModel,TModel,Type of study,Ecosystem,Taxonomic,System,NEWPhysiological,Morphological,Physiological,Life History,Behavioural,Trait Types,Fundamental,Physical,Ecological,Trophic,Level of Prediction Possible,Forecasting/Predictive,Global Change Driver
10.1111/ele.12081,Y,0,0,0,0,0,1,T Model,Broad,Broad,Broad,0,1,0,1,1,"Morphological, Life History, Behavioural",0,0,1,1,E,0,0
10.1111/j.1461-0248.2012.01810.x,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/oik.01544,Y,0,0,1,0,0,0,Experiment,Marine,Multiple,Eelgrass,0,1,0,1,1,"Morphological, Life Histoy, Behavioural",1,0,0,1,T,1,Global Change Multiple
10.1111/1365-2656.12838,Y,1,0,0,0,0,0,Review,Terrestrial,Multiple,Soil,1,1,0,1,1,"Morphological, Life History, Behavioural",1,0,0,0,F,0,0
10.1111/j.1365-2699.2008.01989.x,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.actao.2016.06.001,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/jbi.12237,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.scitotenv.2016.04.004,Y,0,0,0,0,1,0,Q Model,Terrestrial,Plants,Temperate Forest,0,1,0,0,0,Morphological,1,0,0,0,F,0,0
10.1111/1365-2664.12623,Y,0,0,1,0,0,0,Experiment,Terrestrial,Plants,Grassland,0,1,0,1,0,"Morphological, Life History",1,0,1,0,F,0,0
10.1002/ece3.3268,Y,0,1,0,0,0,0,Observational,Terrestrial,Plants,Grassland,0,1,0,1,0,"Morphological, Life History",0,0,1,0,E,0,0
10.3389/fgene.2014.00358,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/j.1466-8238.2011.00719.x,Y,0,0,0,0,1,0,Q Model,Terrestrial,Herps,Broad,0,1,0,1,1,"Morphological, Life History, Behavioural",1,0,0,0,F,0,0
10.1111/j.1365-2427.2009.02220.x,Y,0,1,0,0,0,0,Observational,Freshwater,Fish,Lake,0,0,0,1,1,"Life History, Behavioural",1,0,1,0,F,0,0
10.1186/s12862-017-1002-3,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/geb.12306,Y,1,0,0,0,0,0,Review,Terrestrial,Plants,Broad,0,1,0,1,0,"Morphological, Behavioural",1,1,0,0,P,0,Global Change Broad
10.1111/ecog.02968,Y,1,0,0,0,0,0,Review,Terrestrial,Multiple,Broad,0,1,0,1,1,"Morphological, Life History, Behavioural",1,1,0,0,P,0,Climate Change
10.1002/ajp.22216,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1098/rspb.2006.3487,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1046/j.1095-8312.2003.00224.x,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/ddi.12721,Y,1,0,0,0,0,0,Review,Terrestrial,Birds,Broad,0,1,0,1,1,"Morphological, Life History, Behavioural",0,0,1,0,E,0,Invasion
10.1016/j.rse.2018.03.038,Y,0,0,1,0,0,0,Experiment,Terrestrial,Plants,Temperate Forest,0,1,0,0,0,Morphological,1,0,0,0,F,0,0
10.1007/s00442-016-3545-1,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.3934/mbe.2010.7.603,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/jfb.12378,Y,0,1,0,0,0,0,Observational,Marine,Fish,Deep Ocean,0,0,0,1,1,"Life History, Behavioural",1,0,0,1,F,0,0
10.1556/168.2016.17.1.12,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1007/s13595-019-0830-2,Y,0,1,0,0,0,0,Observational,Terrestrial,Plants,Temperate Forest,0,1,0,0,0,Morphological,1,0,0,0,F,0,0
10.1111/j.1365-2656.2011.01824.x,Y,0,0,0,0,1,0,Q Model,Terrestrial,Multiple,Temperate Forest,0,0,0,0,1,Behavioural,0,0,1,0,E,0,Habitat Degredation
NA,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/1365-2664.12490,Y,0,1,0,0,0,0,Observational,Terrestrial,Mammals,Tropical Rainforest,0,1,0,0,1,"Morphological, Behavioural",1,0,0,0,F,0,Habitat Degredation
NA,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.2307/3060931,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/j.1472-4642.2012.00886.x,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1007/s10531-014-0850-z,Y,0,0,0,1,0,0,Metanalysis,Terrestrial,Herps,Broad,0,1,0,1,1,"Morphological, Life History, Behavioural",0,0,1,0,E,0,Invasion
10.1002/ecm.1294/full,Y,0,0,0,0,0,1,T Model,Terrestrial,Plants,Broad,1,1,1,1,0,"Morphological, Physiological, Life History",1,0,0,0,F,0,0
10.1002/ecs2.2101,Y,0,0,0,0,1,0,Q Model,Terrestrial,Insects,Tropical Rainforest,0,0,0,1,1,"Life History, Behavioural",0,1,0,0,P,0,0
10.1073/pnas.1721464115,Y,0,1,0,0,0,0,Observational,Terrestrial,Insects,Broad,0,1,0,1,0,"Morphological, Life History",0,0,0,1,T,0,0
10.1093/aob/mcx005,Y,0,0,1,0,0,0,Experiment,Terrestrial,Plants,Coastal,1,0,0,1,0,Life History,1,0,0,0,F,0,0
10.1111/brv.12461,Y,0,0,0,1,0,0,Metanalysis,Terrestrial,Plants,Broad,1,1,0,1,0,"Morphological, Life History",1,0,0,0,F,0,0
10.1007/BF00619269,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/rec.12202,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/S0065-2881(09)56004-X,Y,1,0,0,0,0,0,Review,Marine,Fish,Broad,1,1,0,1,1,"Morphological, Life History, Behavioural",1,1,0,0,P,0,Global Change Broad
10.1037/a0039109,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.3389/fmicb.2014.00614,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/j.1461-9563.2007.00331.x,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1093/plankt/fbp098,Y,1,0,0,0,0,0,Review,Marine,Plankton,Broad,0,1,0,0,0,Morphological,1,0,0,0,F,0,Climate Change
10.1111/1365-2664.12765,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/geb.12088,Y,0,0,0,0,1,0,Q Model,Terrestrial,Mammals,Tropical Rainforest,0,1,0,1,1,"Morphological, Life History, Behavioural",1,0,0,0,F,0,Invasion
unknown_6,Y,0,0,0,0,1,0,Q Model,Terrestrial,Plants,Broad,0,1,0,1,0,"Morphological, Life History",1,0,0,0,F,0,0
10.1111/1365-2435.12838,Y,0,1,0,0,1,0,Observational/Q Model,Freshwater,Fish,River,0,1,0,0,0,Morphological,0,0,0,1,T,0,0
10.1007/BF02241353,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/2041-210X.12295,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/j.1461-0248.2008.01255.x,Y,0,0,0,1,0,0,Metanalysis,Terrestrial,Multiple,Broad,0,1,0,1,1,"Morphological, Life History, Behavioural",1,0,0,0,F,0,Habitat Degredation
10.1890/10-1245.1,Y,1,0,0,0,0,0,Review,Terrestrial,Plants,Grassland,0,1,0,1,0,"Morphological, Life History",1,0,0,0,F,0,0
10.1007/s10530-013-0406-2,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.3389/fmicb.2014.00324,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1007/s00114-017-1475-3,Y,0,1,0,0,0,0,Observational,Terrestrial,Insects,Grassland,0,1,0,0,0,Morphological,1,0,0,0,F,0,0
10.5194/bg-16-425-2019,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/j.1365-2486.2011.02614.x,Y,0,0,0,0,0,1,T Model,Terrestrial,Plants,Broad,0,0,0,1,1,"Life History, Behavioural",1,1,0,0,P,1,Climate Change
10.1016/j.apsoil.2017.12.021,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1046/j.1420-9101.1999.00084.x,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/1365-2745.12160,Y,0,1,0,0,0,0,Observational,Terrestrial,Plants,Tropical Rainforest,0,1,0,0,0,Morphological,1,0,0,0,F,0,0
10.1111/ele.12642,Y,0,1,0,0,0,0,Observational,Terrestrial,Plants,Tropical Rainforest,0,1,0,0,0,Morphological,0,0,1,0,E,0,0
10.1111/1365-2664.12353,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/een.12158,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/1365-2664.12493,Y,0,1,0,0,0,0,Observational,Terrestrial,Broad,Floodplain,0,1,0,1,1,"Morphological, Life History, Behavioural",1,0,0,0,F,0,0
10.3389/fpls.2016.01224,Y,0,1,0,0,0,0,Observational,Terrestrial,Plants,Grassland,0,1,0,1,0,"Morphological, Life History",0,0,1,0,E,0,0
10.1016/j.jtbi.2013.01.016,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1038/srep38488,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/gcb.12862,Y,1,0,0,0,0,0,Review,Terrestrial,Birds,Broad,0,0,0,0,1,Behavioural,1,0,0,0,F,0,Global Change Broad
10.2307/2410216,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1034/j.1600-0587.2001.d01-206.x,Y,0,0,0,0,0,1,T Model,Terrestrial,Plants,Broad,0,1,0,1,0,"Morphological, Life History",0,0,1,0,E,0,0
10.1093/gbe/evx249,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/1365-2435.12075,Y,0,1,0,0,0,0,Observational,Terrestrial,Multiple,Grassland,0,1,0,1,1,"Morphological, Life History, Behavioural",1,1,0,1,T,0,0
NA,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/gcb.13016,Y,0,1,0,0,0,0,Observational,Terrestrial,Herps,Tropical Rainforest,1,0,1,0,0,Physiological,1,0,0,0,F,0,Climate Change
10.1111/j.1461-0248.2009.01307.x,Y,1,0,0,0,1,0,Review/Q Model,Terrestrial,Mammals,Broad,0,1,0,1,1,"Morphological, Life History, Behavioural",1,0,0,0,F,0,Global Change Broad
10.1371/journal.pone.0131630,Y,0,1,0,0,0,0,Observational,Freshwater,Plants,Lake,0,1,0,1,0,"Morphological, Life History",1,0,0,0,F,0,0
10.1111/1365-2435.12400,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1007/s00442-010-1712-3,Y,0,0,1,0,0,0,Experiment,Marine,Fish,Coral Reef,0,0,0,0,1,Behavioural,0,0,0,1,T,0,0
10.1016/j.ecoinf.2016.01.005,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/fwb.12228,Y,0,1,0,0,0,0,Observational,Freshwater,Other,River,0,0,0,1,1,"Life History, Behavioural",1,0,1,0,E,0,0
10.1111/brv.12275,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1186/1741-7007-10-46,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1073/pnas.0904106106,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1007/s13593-013-0166-5,Y,1,0,0,0,0,0,Review,Terrestrial,Plants,Broad,0,1,0,1,0,"Morphological, Life History",1,0,0,0,F,0,0
10.1186/s12864-015-1976-4,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/j.1600-0706.2012.20025.x,Y,0,0,0,0,1,0,Q Model,Terrestrial,Plants,Tropical Rainforest,0,1,0,0,0,Morphological,0,0,1,0,E,0,0
10.1111/ecog.02446,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1086/498398,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1098/rspb.2002.1967,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
NA,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.pocean.2013.10.010,Y,0,1,0,0,0,0,Observational,Marine,Other,Continental Shelf,0,1,0,0,0,Morphological,1,0,0,1,F,0,Global Change Broad
10.1016/j.foreco.2010.09.047,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/jbi.13516,Y,0,0,0,0,1,0,Q Model,Freshwater,Plants,Ponds,0,1,0,1,0,"Morphological, Life History",0,1,1,0,E,0,0
10.1111/j.1466-8238.2010.00623.x,Y,0,1,0,0,0,0,Observational,Terrestrial,Plants,Temperate Forest,0,1,0,0,0,Morphological,1,0,0,1,T,0,0
10.1111/1365-2745.12996,Y,0,1,0,0,0,0,Observational,Terrestrial,Plants,Grassland,0,1,0,1,0,"Morphological, Life History",1,0,1,0,E,0,Habitat Degredation
10.1002/ece3.870,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1007/s12224-013-9181-1,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1590/0102-33062016abb0442,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.ecolmodel.2016.12.018,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/ele.13217,Y,0,1,0,0,0,0,Observational,Terrestrial,Plants,Desert,0,1,0,0,0,Morphological,0,0,1,0,E,0,0
10.1111/j.1365-2656.2012.02015.x,Y,0,1,0,0,1,0,Obeservationa/Q Model,Terrestrial,Birds,Broad,0,0,0,1,1,"Life History, Behavioural",1,1,0,0,F,0,0
10.1016/j.soilbio.2015.02.007,Y,0,0,1,0,0,0,Experiment,Terrestrial,Other,Temperate Forest,0,1,0,0,0,Morphological,1,0,0,0,F,0,Habitat Degredation
10.1051/kmae/2015033,Y,0,1,0,0,0,0,Observational,Freshwater,Fish,Lake,1,1,0,0,0,Morpholo,1,0,0,0,F,0,0
10.1016/j.limno.2015.10.005,Y,0,1,0,0,0,0,Observational,Freshwater,Fish,River,0,1,0,1,0,"Morphological, Life History",1,0,0,0,F,0,0
10.1111/j.1365-2656.2011.01928.x,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1038/nature15256,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/geb.12475,Y,0,1,0,0,0,0,Observational,Freshwater,Fish,Broad,1,1,0,1,1,"Morphological, Life History, Behavioural",1,0,1,1,T,0,0
10.1111/maec.12480,Y,1,0,0,0,0,0,Review,Marine,Broad,Broad,0,0,0,1,0,Life History,1,1,0,0,F,0,0
10.1111/aec.12042,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/ecog.02926,Y,0,1,0,0,0,0,Observational,Freshwater,Plankton,Ponds,0,1,0,1,0,"Morphological, Life History",1,0,0,0,F,0,Habitat Degredation
10.1007/s00442-014-3101-9,Y,0,1,0,0,0,0,Observational,Terrestrial,Insects,"Grassland, ",0,1,0,0,0,Morphological,1,0,0,1,T,0,0
10.1111/wre.12222,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/jvs.12288,Y,0,1,0,0,0,0,Observational,Terrestrial,Plants,Subtropical Riparian Forest,0,1,0,1,0,"Morphological, Life History",1,0,0,0,F,0,0
10.1111/jeb.12438,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/j.1095-8312.2007.00909.x,Y,0,1,0,0,0,0,Observational,Terrestrial,Herps,Tropical Rainforest,0,1,0,0,0,Morphological,1,0,0,1,F,0,0
10.5194/bg-9-2523-2012,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1093/icesjms/fsn035,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/gcb.13835,Y,0,0,0,1,1,0,Metanalysis/Q Model,Marine,Fish,Continental Shelf,1,0,0,1,0,Life History,1,0,0,0,F,0,Global Change Multiple
10.1098/rspb.2017.1345,Y,1,0,0,0,0,0,Review,Marine,Fish,Broad,0,1,0,0,0,Morphological,1,1,0,0,F,0,0
10.1016/j.agee.2008.04.011,Y,0,0,0,1,0,0,Metanalysis,Terrestrial,Insects,Grassland,0,1,0,0,1,"Morphological, Behavioural",1,0,0,0,F,0,0
10.1098/rspb.2015.3003,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1214/09-STS306,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.ecolmodel.2017.04.004,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1038/s41558-018-0086-0,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.tree.2016.02.006,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/j.1365-2656.2010.01725.x,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1002/ece3.4896,Y,0,1,0,0,0,0,Observational,Terrestrial,Mammals,Temperate Forest,0,0,0,0,1, Behavioural,0,0,0,1,T,0,0
10.1111/j.1472-4642.2009.00599.x,Y,0,1,0,0,0,0,Observational,Terrestrial,Plants,Tropical Rainforest,1,1,0,0,0,Morphological,1,0,0,1,T,0,Invasion
10.1371/journal.pone.0072237,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/1365-2656.12004,Y,0,1,0,0,0,0,Observational,Freshwater,Broad,Stream,0,0,0,0,1,Behavioural,1,1,0,0,P,0,0
10.1111/j.1469-185X.2011.00187.x,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/1365-2656.12718,Y,0,0,1,0,0,0,Experiment,Terrestrial,Herps,Broad,1,0,0,1,0,Life History,1,0,0,0,F,0,0
10.1111/ele.12632,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.ejor.2007.07.030,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1002/iroh.201401757,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1093/ee/nvv183,Y,0,1,0,0,0,0,Observational,Terrestrial,Insects,Tropical Rainforest,0,1,0,0,1,"Morphological, Behavioural",1,0,1,1,E,0,0
10.1111/een.12454,Y,0,1,0,0,0,0,Observational,Terrestrial,Insects,Tropical Rainforest,0,1,0,0,1,"Morphological, Behavioural",1,1,0,0,P,0,0
10.1111/j.1461-0248.2008.01256.x,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.pocean.2014.10.002,Y,0,0,0,0,1,0,Q Model,Marine,Fish,Enclosed Sea,0,1,0,0,0,Morphological,1,0,0,0,F,0,Exploitation
10.1111/j.1365-2427.2009.02379.x,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/jeb.12769,Y,0,0,1,0,0,0,Experiment,Freshwater,Other,Lake,0,0,0,0,1,Behavioural,1,0,0,0,F,0,0
unknown_7,Y,0,0,1,0,0,0,Experiment,Marine,Fish,Coral Reef,0,0,0,0,1,Behavioural,0,0,0,1,T,0,0
10.1111/1365-2656.12250,Y,0,0,0,0,1,0,Q Model,Marine,Fish,Coral Reef,0,1,0,0,1,"Morphological, Behavioural",0,0,0,1,T,0,Invasion
10.1002/rra.2571,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
NA,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.ecolmodel.2016.01.001,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/j.1365-2656.2011.01929.x,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1007/s00442-010-1833-8,Y,0,1,0,0,0,0,Observational,Marine,Fish,Coral Reef,0,1,0,1,0,"Morphological, Life History",1,0,0,0,F,0,0
10.1111/1365-2435.12120,Y,0,1,0,0,0,0,Observational,Terrestrial,Plants,Broad,0,1,0,0,0,Morphological,1,0,1,0,E,0,Invasion
10.1371/journal.pone.0172879,Y,0,0,0,0,1,0,Q Model,Terrestrial,Herps,Broad,0,1,0,0,0,Morphological,1,0,0,1,F,0,0
10.1007/s00442-005-0337-4,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.anbehav.2014.01.010,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.rse.2015.06.010,Y,0,1,0,0,0,0,Observational,Terrestrial,Plants,Temperate Forest,0,1,0,0,0,Morphological,0,0,1,0,E,0,0
10.1104/pp.16.00581,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/geb.12184,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.ecolmodel.2015.05.036,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1093/icb/icx056,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/zygo.12334,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1002/ece3.1286,Y,0,0,1,0,0,0,Experiment,Terrestrial,Plants,Wetland,1,1,1,1,0,"Morphological, Physiological, Life History",0,0,1,0,E,0,Invasion
10.1111/cobi.12656,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1086/674445,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.3389/fevo.2017.00084,Y,1,0,0,0,0,0,Review,Terrestrial,Birds,Broad,0,1,0,1,1,"Morphological, Life History, Behavioural",1,0,0,0,F,0,Habitat Degredation
10.1371/journal.pone.0056717,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/j.2007.0030-1299.15875.x,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.3354/meps09086,Y,0,1,0,0,0,0,Observational,Marine,Fish,Kelp Forest,0,1,0,1,1,"Morphological, Life History, Behavioural",0,0,0,1,T,0,0
10.1016/j.jenvman.2014.01.010,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1080/13658816.2013.861465,Y,0,0,0,0,1,0,Q Model,Marine,Fish,Estuary,1,0,0,1,1,"Life History, Behavioural",1,1,0,0,P,0,0
10.1007/BF00133308,Y,0,0,0,0,1,0,Q Model,Terrestrial,Birds,Temperate Forest,0,0,0,1,1,"Life History, Behavioural",1,0,0,0,F,0,Habitat Degredation
10.1046/j.1365-2435.1999.00299.x,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.3354/meps10036,Y,0,0,0,0,0,1,T Model,Marine,Multiple,Baltic Sea,0,0,0,1,0,Life History,1,0,1,0,E,1,Habitat Degredation
10.3354/meps12165,Y,0,1,0,0,0,0,Observational,Marine,Broad,Continental Shelf,0,0,0,1,1,"Life History, Behavioural",1,0,0,1,T,0,Exploitation
10.1016/j.psc.2006.04.007,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1890/ES14-00242.1,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/1365-2745.12439,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.pedobi.2016.06.001,Y,0,1,0,0,0,0,Observational,Terrestrial,Other,Temperate Forest,0,0,0,1,0,Life History,1,0,0,0,F,0,Habitat Degredation
10.1016/j.jtbi.2010.12.006,Y,0,0,0,0,0,1,T Model,Broad,Broad,Broad,0,0,0,1,0,Life History,0,0,0,1,T,0,0
10.14471/2016.36.018,Y,0,1,0,0,0,0,Observational,Terrestrial,Plants,Grassland,0,1,0,0,0,Morphological,1,0,0,0,F,0,0
NA,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1093/femsec/fix150,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1002/ece3.2765,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/j.1529-8817.2010.00890.x,Y,0,0,1,0,0,0,Experiment,Marine,Plants,Broad,0,1,0,0,0,Morphological,1,0,0,0,F,0,0
10.1093/aob/mcx222,Y,0,1,0,0,0,0,Observational,Terrestrial,Plants,Subtropical evergreen forest,0,1,0,0,0,Morphological,1,0,0,0,F,0,0
10.1890/0012-9658(2001)082[0784:AASAFR]2.0.CO;2,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/ele.12080,Y,0,0,0,1,0,0,Metanalysis,Terrestrial,Plants,Broad,0,0,0,1,0,Life History,1,0,1,0,E,0,0
10.1002/ece3.3969,Y,0,1,0,0,0,0,Observational,Marine,Broad,Coral Reef,0,1,0,1,0,"Morphological, Life History",1,0,0,0,F,0,0
10.1111/ele.13216,Y,0,1,0,0,0,0,Single,Terrestrial,Herps,Broad,0,1,0,0,0,Single,0,0,0,1,Single,0,0
10.1890/15-1084.1,Y,0,0,0,1,0,0,Single,Broad,Plankton,Broad,1,1,1,0,0,Multiple,1,0,0,0,Single,0,0
10.1371/journal.pone.0185861,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
NA,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1186/s40462-017-0111-3,Y,0,1,0,0,0,1,Multiple,Marine,Fish,Continental Shelf,0,0,0,0,1,Single,1,0,0,0,Single,0,0
10.1002/ece3.1460,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/fwb.12934,Y,0,1,0,0,0,0,Single,Freshwater,Broad,Lake,0,1,0,1,1,Multiple,1,0,1,0,Multiple,0,0
10.1038/srep33383,Y,0,0,0,0,0,1,Single,Terrestrial,Insects,Broad,0,0,0,1,0,Single,1,0,0,0,Single,1,Climate Change
10.1111/1365-2664.12037,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Grassland,0,1,0,1,0,Multiple,1,0,1,0,Multiple,0,0
10.1126/science.aac7978,Y,0,0,0,0,1,0,Single,Terrestrial,Mammals,Broad,1,1,0,1,1,Multiple,1,0,0,0,Single,0,Exploitation
10.1023/B:BIOC.0000004319.91643.9e,Y,1,0,0,0,0,0,Single,Terrestrial,Broad,Grassland,0,1,0,1,1,Multiple,1,0,0,0,Single,0,Habitat Degredation
10.1007/s13592-016-0476-0,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/jeb.12409,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.3732/ajb.1400437,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Broad,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1111/1365-2656.12532,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/j.1472-4642.2007.00381.x,Y,0,0,0,0,1,0,Single,Terrestrial,Plants,Broad,1,1,0,1,0,Multiple,1,0,1,0,Multiple,1,Invasion
10.1371/journal.pone.0095845,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/j.1469-1795.2012.00528.x,Y,0,1,0,0,0,0,Single,Terrestrial,Birds,Tropical Rainforest,0,1,0,0,1,Multiple,1,0,1,0,Multiple,0,Habitat Degredation
10.3390/insects9040179,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.3389/fevo.2017.00100,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1186/1471-2148-10-179,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
NA,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.2989/00306520309485376,Y,0,1,0,0,0,0,Single,Terrestrial,Birds,Broad,0,1,0,1,1,Multiple,1,0,0,0,Single,0,0
NA,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1002/eap.1434,Y,0,0,0,0,1,0,Single,Terrestrial,Birds,Polar,0,0,0,1,1,Multiple,1,0,0,0,Single,1,Climate Change
10.1111/j.1365-2745.2006.01170.x,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1098/rspb.2015.2841,Y,0,0,1,0,0,0,Single,Terrestrial,Multiple,Broad,1,1,0,0,0,Single,1,0,0,1,Multiple,0,0
10.1093/icb/icw082,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
