DOI,Trait
10.1111/jbi.13457,habitat
10.1111/jeb.12421,body size
10.1111/jeb.12421,dorsal coloration
10.1111/jeb.12421,escape behaviour
10.1111/jeb.12845,corolla aperture
10.1111/jeb.12845,corolla area
10.1111/jeb.12845,corolla diameter
10.1111/jeb.12845,flower colour
10.1111/jeb.12845,flower depth
10.1111/jeb.12845,petal length
10.1111/jeb.12845,petal width
10.1111/jeb.12845,plant height
10.1111/jeb.12845,SLA
10.1111/jeb.13306,body size
10.1111/jeb.13306,diurnality
10.1111/jfb.12378,diet
10.1111/jfb.12378,maturity degree
10.1111/jfb.12378,sex
10.1111/jvs.12058,LDMC
10.1111/jvs.12058,seed mass
10.1111/jvs.12058,SLA
10.1111/jvs.12151,broad-leaf
10.1111/jvs.12151,ellenburg indicators for light
10.1111/jvs.12151,ellenburg indicators for N
10.1111/jvs.12151,first month of flowering
10.1111/jvs.12151,flowering duration
10.1111/jvs.12151,grass
10.1111/jvs.12151,life form classification
10.1111/jvs.12151,max weed height
10.1111/jvs.12151,seed weight
10.1111/jvs.12245,acidic tolerance
10.1111/jvs.12245,light requirement
10.1111/jvs.12245,root branching
10.1111/jvs.12245,root system depth
10.1111/jvs.12245,seed dispersal vector
10.1111/jvs.12245,seed persistence
10.1111/jvs.12245,seed weight
10.1111/jvs.12245,water preferences
10.1111/jvs.12288,dispersal method
10.1111/jvs.12288,establishment strategy
10.1111/jvs.12288,latex
10.1111/jvs.12288,leaf area
10.1111/jvs.12288,leaf aspect ratio
10.1111/jvs.12288,max plant height
10.1111/jvs.12288,resprouting capacity after trunk breakage
10.1111/jvs.12288,seasonal leaf shedding
10.1111/jvs.12288,seeds per fruit
10.1111/jvs.12465,average seed mass
10.1111/jvs.12465,cone serotiny
10.1111/jvs.12465,drought tolerance
10.1111/jvs.12465,fire resistance
10.1111/jvs.12465,minimum reproductive age
10.1111/jvs.12465,shade tolerance
10.1111/jvs.12555,LDMC
10.1111/jvs.12555,leaf mass:area ratio
10.1111/jvs.12555,N:P ratio
10.1111/jvs.12555,plant height
10.1111/jvs.12555,specific root length
10.1111/jvs.12615,growth form
10.1111/jvs.12615,nutrient acquisition
10.1111/jvs.12615,pollination
10.1111/jvs.12615,regeneration strategies
10.1111/jvs.12615,seed dispersal
10.1111/mec.13746,body mass
10.1111/mec.13746,body shape
10.1111/mec.13746,number of armour plates
10.1111/mec.13746,standard length
10.1111/mec.13985,body size
10.1111/mec.13985,ovipositor length
10.1111/mec.14718,dietary specialization
10.1111/mec.14872,body mass
10.1111/mec.14872,feeding method
10.1111/nph.14219,leaf concentrations of Cd
10.1111/nph.14219,leaf concentrations of Pb
10.1111/nph.14219,leaf concentrations of Zn
10.1111/nph.15304,isoprene gas emission
10.1111/oik.02100,bioturbation
10.1111/oik.02100,body size
10.1111/oik.02100,depth
10.1111/oik.02100,feeding method
10.1111/oik.02100,longevity
10.1111/oik.04507,body size
10.1111/oik.04507,brood parasitism
10.1111/oik.04507,diet breadth
10.1111/oik.04507,nesting placement
10.1111/oik.04507,sociality
10.1111/oik.04507,tongue length
10.1111/oik.04561,beak shape
10.1111/oik.04561,body mass
10.1111/oik.04561,tail length
10.1111/oik.04561,tarsus
10.1111/oik.04561,wing length
10.1111/oik.04561,wing shape
10.1111/oik.05228,apparent consumption rate
10.1111/oik.05228,body mass
10.1111/oik.05228,effective consumption rate
10.1111/oik.05228,energy expenditure proxies
10.1111/oik.05228,locomotion velocity
10.1111/oik.05228,mandible thickness
10.1111/oik.05228,mandible incisor process curvature
10.1111/oik.05228,percentage of time
10.1111/oik.05228,pleopod beat rate
10.1111/oik.05228,mass-specific metabolism in activity
10.1111/oik.05650,diet
10.1111/plb.12566,diameter of cone
10.1111/plb.12566,number of viable seeds within a cone
10.1111/plb.12566,percentage of cone mass corresponding to pulp
10.1111/plb.12566,pulp mass per individual seed
10.1111/plb.12566,seed size
10.1111/plb.12566,total seed mass
10.1111/wre.12126,air-dried 1000 seed weight
10.1111/wre.12126,base temperature for germination
10.1111/wre.12126,chilling requirement to break primary dormancy
10.1111/wre.12126,duration of flowering stage
10.1111/wre.12126,duration of juvenile stage
10.1111/wre.12126,duration of seed maturation stage
10.1111/wre.12126,emergence calendar
10.1111/wre.12126,half life of seedbank
10.1111/wre.12126,loss to weed competition
10.1111/wre.12126,light requirement for germination
10.1111/wre.12126,max plant height
10.1111/wre.12126,percent of emergence per year from seedbank
10.1111/wre.12126,percent of total seed weight made up of non-investing structures
10.1111/wre.12126,seed production in relation to mature plant biomass
10.1111/wre.12126,soil depth for emergence
10.1126/science.aac7978,body mass
10.1126/science.aac7978,diet
10.1126/science.aac7978,gut type
10.1126/science.aac7978,herd size
10.1126/science.aac7978,water dependence
10.1139/cjfas-2015-0190,age at maturation
10.1139/cjfas-2015-0190,body size
10.1139/cjfas-2015-0190,size at maturation
10.1139/cjfr-2017-0139,crown radius
10.1139/cjfr-2017-0139,DBH
10.1139/cjfr-2017-0139,height to crown base
10.1139/cjfr-2017-0139,stump diameter
10.1139/cjfr-2017-0139,total height
10.1139/cjz-2012-0236,reproductive mode
10.1139/gen-2018-0039,flowering phenology
10.1139/gen-2018-0039,life forms
10.1139/gen-2018-0039,main dispersal modes
10.1139/gen-2018-0039,max plant height
10.1139/gen-2018-0039,pollination modes
10.1139/gen-2018-0039,sexual system
10.1163/15685381-00003131,gape width
10.1163/15685381-00003131,prey breadth
10.1163/15685381-00003131,snout-vent length
10.11646/zootaxa.2556.1.3,morphometric measures
10.1186/1471-2148-10-166,relative body size
10.1186/1471-2148-10-166,transparency
10.1186/1471-2148-13-132,body shape
10.1186/1471-2148-13-132,diet
10.1186/1471-2148-13-132,foraging method
10.1186/1471-2148-14-156,condition index
10.1186/1471-2148-14-156,growth
10.1186/1471-2148-14-156,mortality
10.1186/1471-2148-14-156,reproductive maturity
10.1186/1471-2148-14-156,salinity tolerance
10.1186/1471-2148-14-156,shell strength
10.1186/1471-2148-8-68,body size
10.1186/1472-6785-12-21,fire resistance
10.1186/s40462-017-0111-3,activity level
10.1371/journal.pone.0061866,microhabitat
10.1371/journal.pone.0061866,morphological syndrome
10.1371/journal.pone.0081739,body size
10.1371/journal.pone.0081739,exit temporarily
10.1371/journal.pone.0081739,feeding method
10.1371/journal.pone.0081739,habitat
10.1371/journal.pone.0081739,microhabitat use
10.1371/journal.pone.0081739,number of aquatic stages
10.1371/journal.pone.0081739,pH tolerance
10.1371/journal.pone.0081739,reproductive mode
10.1371/journal.pone.0081739,respiration type
10.1371/journal.pone.0081739,salinity tolerance
10.1371/journal.pone.0081739,thermal tolerance
10.1371/journal.pone.0081739,trophic guild
10.1371/journal.pone.0081739,voltinism
10.1371/journal.pone.0093237,age at maturation
10.1371/journal.pone.0093237,fecundity
10.1371/journal.pone.0093237,foraging method
10.1371/journal.pone.0093237,longevity
10.1371/journal.pone.0093237,max length
10.1371/journal.pone.0093237,native or non-native
10.1371/journal.pone.0093237,non-feeding water column position
10.1371/journal.pone.0093237,spawning mechanism
10.1371/journal.pone.0093237,spawning time
10.1371/journal.pone.0107883,body mass
10.1371/journal.pone.0107883,farmland breeding habitat
10.1371/journal.pone.0107883,flight initiation distance
10.1371/journal.pone.0107883,migratory behavior
10.1371/journal.pone.0107883,pole-most latitudinal range
10.1371/journal.pone.0111227,body size
10.1371/journal.pone.0111227,dispersal strategy
10.1371/journal.pone.0114290,body size:mass ratio
10.1371/journal.pone.0114290,C concentration
10.1371/journal.pone.0114290,isotope ratios
10.1371/journal.pone.0114290,N concentration
10.1371/journal.pone.0114290,P concentration
10.1371/journal.pone.0130151,basal area
10.1371/journal.pone.0130151,crown width
10.1371/journal.pone.0130151,diameter at breast height
10.1371/journal.pone.0130151,leaf area
10.1371/journal.pone.0130151,leaf C content
10.1371/journal.pone.0130151,leaf N
10.1371/journal.pone.0130151,leaf P
10.1371/journal.pone.0130151,leaf thickness
10.1371/journal.pone.0130151,leaf vein density
10.1371/journal.pone.0130151,plant height
10.1371/journal.pone.0130151,SLA
10.1371/journal.pone.0130151,wood density
10.1371/journal.pone.0131630,floating leaf
10.1371/journal.pone.0131630,flowering duration
10.1371/journal.pone.0131630,lamina thickness
10.1371/journal.pone.0131630,LDMC
10.1371/journal.pone.0131630,leaf C content
10.1371/journal.pone.0131630,leaf C:N ratio
10.1371/journal.pone.0131630,leaf N content
10.1371/journal.pone.0131630,mean julian flowering date
10.1371/journal.pone.0131630,perenial growth form
10.1371/journal.pone.0131630,ramet size
10.1371/journal.pone.0131630,rooting depth
10.1371/journal.pone.0131630,shoot height
10.1371/journal.pone.0131630,SLA
10.1371/journal.pone.0131630,stem diameter
10.1371/journal.pone.0131630,stem dry mass content
10.1371/journal.pone.0131630,tuber
10.1371/journal.pone.0137963,C13
10.1371/journal.pone.0137963,leaf height
10.1371/journal.pone.0163338,average bill culmen length
10.1371/journal.pone.0163338,average hand-wing index
10.1371/journal.pone.0163338,body mass
10.1371/journal.pone.0163338,depth
10.1371/journal.pone.0163338,dispersal ability
10.1371/journal.pone.0163338,tail length
10.1371/journal.pone.0163338,tarsus
10.1371/journal.pone.0163338,width
10.1371/journal.pone.0163338,wing length
10.1371/journal.pone.0172879,C13 isotopic composition
10.1371/journal.pone.0172879,N-15 delta isotopic composition
10.1371/journal.pone.0186123,body size
10.1371/journal.pone.0186123,PLD
10.1371/journal.pone.0186123,schooling behaviour
10.1371/journal.pone.0196066,body shape
10.1371/journal.pone.0196066,eye position
10.1371/journal.pone.0196066,number of denticle rows
10.1371/journal.pone.0196066,p/a of flagellum
10.1371/journal.pone.0196066,position of oral opening
10.1371/journal.pone.0196066,relative caudal height
10.1371/journal.pone.0196066,relative caudal size
10.1371/journal.pone.0196066,relative spiracle size
10.1371/journal.pone.0196066,relative width of caudal musculature
10.1371/journal.pone.0196066,spiracle position
10.1371/journal.pone.0199898,growth form
10.1371/journal.pone.0199898,leaf phenology
10.14471/2016.36.015,canopy height
10.14471/2016.36.015,seed mass
10.14471/2016.36.015,SLA
10.14471/2016.36.018,height
10.14471/2016.36.018,LDMC
10.14471/2016.36.018,SLA
10.1556/168.2016.17.1.11,dispersal method
10.1556/168.2016.17.1.11,habitat
10.1556/168.2016.17.1.11,leaf area
10.1556/168.2016.17.1.11,leaf compoundness
10.1556/168.2016.17.1.11,leaf slenderness
10.1556/168.2016.17.1.11,pollination syndrome
10.1556/168.2016.17.1.11,tree guild
10.1556/ComEc.14.2013.1.4,chlorophyll a:b ratio
10.1556/ComEc.14.2013.1.4,leaf area
10.1556/ComEc.14.2013.1.4,leaf shape
10.1556/ComEc.14.2013.1.4,SLA
10.1556/ComEc.14.2013.1.4,support fraction
10.1556/ComEc.14.2013.1.4,terminal leaf area ratio
10.1556/ComEc.14.2013.1.4,total carotenoids
10.1556/ComEc.14.2013.1.4,total chlorophyll
10.1556/ComEc.14.2013.2.7,biogeographical origin
10.1556/ComEc.14.2013.2.7,flower type
10.1556/ComEc.14.2013.2.7,flowering month flowering duration
10.1556/ComEc.14.2013.2.7,flowering time
10.1556/ComEc.14.2013.2.7,fruit type
10.1556/ComEc.14.2013.2.7,growth form
10.1556/ComEc.14.2013.2.7,habitat
10.1556/ComEc.14.2013.2.7,number of native congeners
10.1556/ComEc.9.2008.2.6,distribution
10.1556/ComEc.9.2008.2.6,habitat quality required
10.1556/ComEc.9.2008.2.6,humidity requirement
10.1556/ComEc.9.2008.2.6,light requirement
10.1650/0010-5422(2007)109[132:SSDAME]2.0.CO;2,size dimorphism
10.18054/pb.2016.118.3.3924,chorology
10.18054/pb.2016.118.3.3924,diet
10.18054/pb.2016.118.3.3924,dispersal power
10.18054/pb.2016.118.3.3924,reproductive rhythm
10.1890/07-1737.1,flower sexuality
10.1890/07-1737.1,flower size
10.1890/07-1737.1,leaf habitat
10.1890/07-1737.1,leaf type
10.1890/07-1737.1,pecisl reduction
10.1890/07-1737.1,peroth color
10.1890/07-1737.1,plant height
10.1890/07-1737.1,pollinator type
10.1890/07-1737.1,seed dispersal mode
10.1890/07-1737.1,seed mass
10.1890/07-1737.1,spinescence
10.1890/08-1025.1,leaf area
10.1890/08-1025.1,leaf succulence
10.1890/08-1025.1,max height
10.1890/08-1025.1,seed mass
10.1890/08-1025.1,SLA
10.1890/08-1025.1,wood specific gravity
10.1890/08-1836.1,growth form
10.1890/08-1836.1,habitat
10.1890/09-0979.1,biomass
10.1890/09-0979.1,diet
10.1890/09-1672.1,leaf N concentration
10.1890/09-1672.1,leaf size
10.1890/09-1672.1,max DBH
10.1890/09-1672.1,seed mass
10.1890/09-1672.1,SLA
10.1890/09-1672.1,wood density
10.1890/09-1894.1,diet breadth
10.1890/09-1894.1,growth
10.1890/09-1894.1,mass allometry
10.1890/10-0394.1,fine-root C:N mass ratio
10.1890/10-0394.1,fine-root carbon content
10.1890/10-0394.1,fine-root N content
10.1890/10-0394.1,flowering duration
10.1890/10-0394.1,forb
10.1890/10-0394.1,height
10.1890/10-0394.1,LDMC
10.1890/10-0394.1,leaf 15N
10.1890/10-0394.1,leaf area
10.1890/10-0394.1,leaf C content
10.1890/10-0394.1,leaf C:N mass ratio
10.1890/10-0394.1,leaf C13
10.1890/10-0394.1,leaf N content
10.1890/10-0394.1,mean julian flowering date
10.1890/10-0394.1,perennial
10.1890/10-0394.1,photosynthetic pathway
10.1890/10-0394.1,seed mass
10.1890/10-0394.1,SLA
10.1890/10-0394.1,specific root length
10.1890/10-1961.1,gemination onset
10.1890/10-1961.1,leaf N content
10.1890/10-1961.1,leaf phosphorus content
10.1890/10-1961.1,max canopy height
10.1890/10-1961.1,seed mass of the germinule
10.1890/10-1961.1,seedling relative growth rate
10.1890/10-1961.1,SLA
10.1890/1051-0761(2006)016[0891:STAPOL]2.0.CO;2,duration of adult flight period
10.1890/1051-0761(2006)016[0891:STAPOL]2.0.CO;2,forb dependence
10.1890/1051-0761(2006)016[0891:STAPOL]2.0.CO;2,max and min forewing length
10.1890/1051-0761(2006)016[0891:STAPOL]2.0.CO;2,number of broods per season
10.1890/1051-0761(2006)016[0891:STAPOL]2.0.CO;2,number of host plant families used
10.1890/11-0975.1,grass height
10.1890/11-0975.1,leaf surface
10.1890/11-0975.1,length
10.1890/11-0975.1,relative wing size
10.1890/11-0975.1,SLA
10.1890/11-2026.1,filled seeds per capitulum
10.1890/11-2026.1,log proportion of seeds damaged
10.1890/11-2026.1,mean mass of a seed
10.1890/11-2026.1,proportion of aborted seeds
10.1890/11-2026.1,seeds initiated per capitulum
10.1890/11-2026.1,viable seeds per plant
10.1890/13-0708.1,morphospace
10.1890/13-2036.1,adult flight period
10.1890/13-2036.1,capital breeder
10.1890/13-2036.1,developmental flexibility
10.1890/13-2036.1,female maturation
10.1890/13-2036.1,female oviposition behaviour
10.1890/13-2036.1,generation number
10.1890/13-2036.1,income breeder
10.1890/13-2036.1,larval growth rate
10.1890/13-2036.1,larval thermal tolerance
10.1890/13-2036.1,larval trophic guild
10.1890/13-2036.1,male mate-searching behaviour
10.1890/13-2036.1,mobility
10.1890/13-2036.1,overwintering stage
10.1890/13-2036.1,potential fecundity
10.1890/13-2153.1,height
10.1890/13-2153.1,seed mass
10.1890/13-2153.1,SLA
10.1890/13-2377.1,crown leaf area index
10.1890/13-2377.1,leaf mass/area
10.1890/13-2377.1,leaf N concentration
10.1890/13-2377.1,minimum leaf water potential
10.1890/13-2377.1,sapwood-specific hydraulic conductivity
10.1890/13-2377.1,stem sapwood area
10.1890/13-2377.1,wood density
10.1890/14-0454.1,leaf area
10.1890/14-0454.1,leaf C dry mah percentage
10.1890/14-0454.1,leaf K content
10.1890/14-0454.1,leaf P
10.1890/14-0454.1,leaf S
10.1890/14-0454.1,N dry mass percentage
10.1890/14-0454.1,SLA
10.1890/14-0454.1,wood density
10.1890/14-0910.1,body size
10.1890/14-0910.1,lecty
10.1890/14-0910.1,nesting type
10.1890/14-0910.1,sociality
10.1890/14-1731.1.sm,dispersal traits
10.1890/14-1731.1.sm,bill length
10.1890/14-1731.1.sm,body shape
10.1890/14-1731.1.sm,body size
10.1890/14-1731.1.sm,length of primary projection
10.1890/14-1731.1.sm,locomotory traits
10.1890/14-1731.1.sm,tail length
10.1890/14-1731.1.sm,tarsus length
10.1890/14-1731.1.sm,trophic guild
10.1890/14-1731.1.sm,wing length
10.1890/14-2326.1.sm,behavioural dominance
10.1890/14-2326.1.sm,colony size
10.1890/14-2326.1.sm,diet
10.1890/14-2326.1.sm,diurnality
10.1890/14-2326.1.sm,foraging method
10.1890/14-2326.1.sm,nesting site
10.1890/14-2326.1.sm,number of nests per colony
10.1890/14-2326.1.sm,worker polymorphism
10.1890/14-2326.1.sm,worker size
10.1890/14-2357.1,leaf area
10.1890/14-2357.1,leaf N
10.1890/14-2357.1,leaf phosphorus
10.1890/14-2357.1,max height
10.1890/14-2357.1,SLA
10.1890/14-2357.1,wood density
10.1890/15-0794.1,body size
10.1890/15-0794.1,fecundity
10.1890/15-0794.1,highly unsaturated fatty acid content
10.1890/15-1673.1,leaf area
10.1890/15-1673.1,max height
10.1890/15-1673.1,seed size
10.1890/15-1673.1,SLA
10.1890/15-1673.1,wood density
10.1890/ES13-00102.1,colonization
10.1890/ES13-00102.1,mortality rate
10.1899/06-12.1,drift propensity
10.1899/06-12.1,feeding method
10.1899/06-12.1,habitat
10.1899/06-12.1,voltinism
10.1899/12-024.1,mode of recolonization
10.1899/12-024.1,resilience to drought
10.1899/12-024.1,resistance to drought
10.2307/1938541,cacheing behaviour
10.2307/1941217,habitat classification
10.2307/1941217,shape factor
10.2307/1941217,swimming factor
10.2307/1941217,tolerance to silt
10.2307/1941217,trophic guild
10.2307/1941614,egg size
10.2307/1941614,size at maturity
10.2307/2410901,mortality rate
10.2307/2937046,morphometric measures
10.2307/2937081,annual frequency of reproduction
10.2307/2937081,annual recruitment
10.2307/2937081,body size
10.2307/2937081,clutch size
10.2307/2937081,diet
10.2307/2937081,egg mass
10.2307/2937081,expenditure per progeny
10.2307/2937081,length at maturity
10.2307/2937081,life expectancy
10.2307/2937081,mean generation time
10.2307/2937081,relative clutch mass
10.2307/2937081,survivorship year to year
10.2307/2937081,susceptibility to predation
10.2307/3547051,ability to spread with many close ramets
10.2307/3547051,above ground biomass
10.2307/3547051,capacity for lateral spread
10.2307/3547051,crown cover
10.2307/3547051,crown plasticity
10.2307/3547051,form index of leaf shape
10.2307/3547051,height of tallest photosynthetic tissue
10.2307/3547051,height plasticity
10.2307/3547051,leaf unit area
10.2307/3547051,number of rhizomes or stolon apicies
10.2307/3547051,stem diameter
10.2478/s11756-014-0347-y,current velocity
10.2478/s11756-014-0347-y,macrohabitat
10.2478/s11756-014-0347-y,substratum
10.2989/00306520309485376,breeding distribution
10.2989/00306520309485376,chick provisioning mode
10.2989/00306520309485376,egg mass
10.2989/00306520309485376,female body mass
10.2989/00306520309485376,fledging periods
10.2989/00306520309485376,habitat
10.2989/00306520309485376,incubation periods
10.2989/00306520309485376,modal clutch size
10.3354/meps12165,functional niche
10.3354/meps12165,position in water column
10.3354/meps12165,trophic guild
10.3389/fmicb.2017.01486,max linear dimension for surface
10.3389/fmicb.2017.01486,max linear dimension for volume
10.3389/fmicb.2017.01530,aquatic or terrestrial egg deposition
10.3389/fmicb.2017.01530,body size
10.3389/fmicb.2017.01530,degree of arboreality
10.3389/fmicb.2017.01530,degree of water dependence
10.3389/fmicb.2017.01530,kind of breeding water body
10.3389/fmicb.2017.01530,primary forest dependence
10.3389/fmicb.2017.01530,reproductive mode
10.3389/fmicb.2019.00169,niche breadth
10.3389/fpls.2016.00189,LDMC
10.3389/fpls.2016.00189,leaf C content
10.3389/fpls.2016.00189,leaf N content
10.3389/fpls.2016.00189,plant height
10.3389/fpls.2016.00189,root density
10.3389/fpls.2016.00189,SLA
10.3390/f7100228,DBH
10.3390/f7100228,height
10.3390/f9010019,leaf N content
10.3390/f9010019,max height
10.3390/f9010019,seed mass
10.3390/f9010019,SLA
10.3390/f9010019,wood density
10.3390/f9030122,leaf C
10.3390/f9030122,leaf thickness
10.3390/f9030122,leaf tissue density
10.3390/f9030122,N content
10.3390/f9030122,SLA
10.3390/f9110722,foliage C:N ratio
10.3390/f9110722,height
10.3390/f9110722,plant functional type
10.3390/f9110722,root depth
10.3390/f9110722,SLA
10.3390/insects10040103,feeding method
10.3390/insects10040103,stable isotope mean of C values
10.3390/insects10040103,stable isotope mean of N values
10.3390/w10020108,food sources
10.3390/w10020108,habitat
10.3390/w10020108,trophic guild
10.3732/ajb.1400437,area-based leaf N
10.3732/ajb.1400437,leaflet total area
10.3732/ajb.1400437,max length
10.3732/ajb.1400437,max width
10.3732/ajb.1400437,specific area
10.3732/ajb.1400437,stomatal length
10.5061/dryad.m03vf,corolla aperture
10.5061/dryad.m03vf,corolla area
10.5061/dryad.m03vf,corolla diameter
10.5061/dryad.m03vf,flower depth
10.5061/dryad.m03vf,leaf area
10.5061/dryad.m03vf,petal length
10.5061/dryad.m03vf,petal width
10.5061/dryad.m03vf,plant height
10.5061/dryad.m03vf,SLA
10.7717/peerj.1241,behavioural dominance
10.7717/peerj.1241,collective foraging strategy
10.7717/peerj.1241,colony foundation type
10.7717/peerj.1241,colony size
10.7717/peerj.1241,diurnality
10.7717/peerj.1241,group foraging strategy
10.7717/peerj.1241,individual foraging strategy
10.7717/peerj.1241,number of nests
10.7717/peerj.1241,number of queens
10.7717/peerj.1241,proportion of insects in diet
10.7717/peerj.1241,proportion of liquid food in diet
10.7717/peerj.1241,proportion of seeds in diet
10.7717/peerj.1241,worker body size
10.7717/peerj.1241,worker polymorphism
10.7717/peerj.1410,breeding habitat
10.7717/peerj.1410,distribution region
10.7717/peerj.1410,flight period duration
10.7717/peerj.1410,habitat
10.7717/peerj.1410,overwintering stage
10.7717/peerj.1410,species status
10.7717/peerj.1410,thorax length
10.7717/peerj.2387,angle of mouth in relation to lateral line
10.7717/peerj.2387,caudal fin aspect ratio
10.7717/peerj.2387,eye position
10.7717/peerj.2387,feeding method
10.7717/peerj.2387,max recorded length
10.7717/peerj.2387,relative eye position
10.7717/peerj.2387,relative gape size
10.7717/peerj.2387,relative head size
10.7717/peerj.2387,relative surface area of mouth protrusion
10.7717/peerj.3092,body length
10.7717/peerj.3092,body mass
10.7717/peerj.3092,clutch size
10.7717/peerj.3092,dichromatism
10.7717/peerj.3092,diet
10.7717/peerj.3092,distribution range (km2): Range
10.7717/peerj.3092,feeding method
10.7717/peerj.3092,habitat
10.7717/peerj.3092,incubation days: incubation
10.7717/peerj.3092,latitude overlap with Taiwan
10.7717/peerj.3092,max body length
10.7717/peerj.3092,maximum body mass
10.7717/peerj.3092,maximum clutch size
10.7717/peerj.3092,migration pattern
10.7717/peerj.3092,minimum incubation days
10.7717/peerj.3092,nesting habitat
10.7717/peerj.3092,nesting location
10.7717/peerj.3092,Taiwan resident genus
10.7717/peerj.3092,the number of invaded countries: Invcountry_Max
10.7717/peerj.3092,the number of subspecies
10.7717/peerj.3552,canopy height
10.7717/peerj.3552,lateral spread
10.7717/peerj.3552,LDMC
10.7717/peerj.3552,leaf area
10.7717/peerj.3552,leaf C content
10.7717/peerj.3552,leaf dry-matter content
10.7717/peerj.3552,leaf fresh weight
10.7717/peerj.3552,leaf N content
10.7717/peerj.3552,SLA
10.7717/peerj.5038,adult mobility
10.7717/peerj.5038,early development mode
10.7717/peerj.5038,larval dispersal distance
10.7717/peerj.5038,max body size
10.7717/peerj.5038,max lifespan
10.7717/peerj.5038,maximum fecundity
10.7717/peerj.5038,min space requirement
10.7717/peerj.5038,population growth rate
10.7717/peerj.5038,preferred substrate position
10.7717/peerj.5038,preferred substrate type
10.7717/peerj.5038,role in sediment engineering
10.7717/peerj.5038,role of epibiosis
10.7717/peerj.5038,thermal tolerance
10.7717/peerj.5038,tidal emersion/low salinity tolerance
http://dx.doi.org/10.3389/fevo.2018.00081.s001,body shape
http://dx.doi.org/10.3389/fevo.2018.00081.s001,feeding method
http://dx.doi.org/10.3389/fevo.2018.00081.s001,mobility
unknown_10,developmental time
unknown_10,dispersal ability
unknown_10,documented geographic range
unknown_10,endofeeding
unknown_10,exofeeding
unknown_10,feeding life stage
unknown_10,generations a year
unknown_10,host mortality
unknown_10,host specificity
unknown_10,host stages attacked
unknown_10,how many eggs per site
unknown_10,native nontarget host
unknown_10,native nontarget prey
unknown_10,native origin
unknown_10,nontarget effects
unknown_10,other native enemeies present
unknown_10,oviposition site
unknown_10,parasitoid
unknown_10,predator
unknown_10,searching efficiency
unknown_10,sex ratio
unknown_10,target family
unknown_10,target order
unknown_10,target system
unknown_12,growth form
unknown_12,photobiont partner
unknown_14,plant height
unknown_14,seed mass
unknown_14,seed number
unknown_14,SLA
unknown_15,body size
unknown_15,dorsal colour pattern
unknown_16,litter size
unknown_17,age at maturation
unknown_17,egg size
unknown_17,fecundity
unknown_17,length at maturation
unknown_17,longevity
unknown_17,max body length
unknown_17,parental care
unknown_17,reproductive guild
unknown_17,shape factor
unknown_17,spawning frequency
unknown_17,substrate preference
unknown_17,swim factor
unknown_17,trophic guild
unknown_17,vertical position
unknown_18,current realized niche occupancy
unknown_18,percent change in suitable area
unknown_18,range shift pressure
unknown_18,range stability over time
unknown_19,diet
unknown_19,micro-spatial preference
unknown_19,morphological syndrome
unknown_20,ascending process height
unknown_20,basal plate structural overlap
unknown_20,body shape
unknown_20,body size
unknown_20,cross-sectional diameter
unknown_20,dorsal spine length
unknown_20,lateral plate number
unknown_20,lateral plate position
unknown_20,lateral plate structural overlap
unknown_20,pelvic girdle size
unknown_21,body shape
unknown_21,mobility
unknown_22,LDMC
unknown_22,leaf size
unknown_22,plant height
unknown_22,specific root length
unknown_24,branching type
unknown_24,clonal growth organs
unknown_24,flowering phenology
unknown_24,fruit type
unknown_24,lateral spread
unknown_24,leaf distribution
unknown_24,max height
unknown_24,minimum height
unknown_24,pollen vector
unknown_24,seed mass
unknown_25,competitive ability
unknown_25,seed dispersal
unknown_25,stress tolerance
unknown_26,sexual dimorphism
unknown_27,body shape
unknown_28,duration of development
unknown_28,larval microhabitat
unknown_28,trophic guild
unknown_28,voltinism
unknown_31,diet
unknown_31,length-at-age
unknown_31,maturity
unknown_31,morphology
unknown_32,foraging method
unknown_5,clonality
unknown_5,dispersal method
unknown_5,flowering duration
unknown_5,LDMC
unknown_5,life span
unknown_5,plant height
unknown_5,pollen vector
unknown_5,seed bank longevity
unknown_5,seed mass
unknown_5,seed number
unknown_5,SLA
unknown_5,start of flowering
unknown_6,leaf carbon mass per unit area
unknown_6,leaf lifespan
unknown_6,leaf nitrogen content per unit area
unknown_8,age
unknown_8,body mass
unknown_8,carapace length
unknown_8,interaction dimensionality
unknown_8,length of medial edge of annulus on right abdominal scute
unknown_8,plastron length
unknown_9,body compression index
unknown_9,distance from nares to snout
unknown_9,height of dorsal fin
unknown_9,height of ventral fin
unknown_9,relative depth
unknown_9,relative diameter of eyes
unknown_9,relative width of the tail
unknown_9,tail compression index
10.1002/ecs2.2125,antipredator strategy
10.1002/ecs2.2125,body condition
10.1002/ecs2.2125,boldness
10.1002/ecs2.2125,distance to nearest riparian zone
10.1002/ecs2.2125,growth rates
10.1002/ecs2.2125,home range size
10.1002/ecs2.2125,mating success
10.1002/ecs2.2125,survival
10.1007/s00035-018-0199-0,base germination water potential
10.1007/s00035-018-0199-0,base water potential
10.1007/s00035-018-0199-0,ceiling temperatures
10.1007/s00035-018-0199-0,LDMC
10.1007/s00035-018-0199-0,leaf area
10.1007/s00035-018-0199-0,optimum temperatures
10.1007/s00035-018-0199-0,pH range of the germination phenotype
10.1007/s00035-018-0199-0,SLA
10.1007/s00265-010-1031-z,gregariousness
10.1007/s00265-010-1031-z,instar size
10.1007/s00265-010-1031-z,larval escape behaviour
10.1007/s00265-010-1031-z,larval size
