DOI,Year,Relevant to Study,Review,Observational,Experiment,Metanalysis,QModel,TModel,Type of study,Ecosystem,Taxonomic,System,NEWPhysiological,Morphological,Physiological,Life History,Behavioural,Trait Types,Fundamental,Physical,Ecological,Trophic,Level of Prediction Possible,Forecasting/Predictive,Global Change Driver
10.1016/j.scitotenv.2018.02.210,2018,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1016/j.scitotenv.2018.04.021,2018,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.scitotenv.2018.09.256,2019,Y,0,1,0,0,0,0,Single,Freshwater,Mammals,River,0,1,0,0,0,Single,1,0,0,1,Multiple,0,0
10.1016/j.seares.2012.04.003,2013,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1016/j.seares.2013.05.004,2014,Y,0,1,0,0,0,0,Observational,Marine,Fish,Lagoon,0,1,0,1,0,"Morphological, Life History",1,0,1,0,E,0,0
10.1016/j.soilbio.2014.04.002,2014,Y,0,1,0,0,1,0,Multiple,Terrestrial,Insects,Broad,1,1,0,1,1,Multiple,1,0,0,0,Single,0,0
10.1016/j.soilbio.2014.10.010,2015,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.soilbio.2015.02.007,2015,Y,0,0,1,0,0,0,Experiment,Terrestrial,Other,Temperate Forest,0,1,0,0,0,Morphological,1,0,0,0,F,0,Habitat Degredation
10.1016/j.soilbio.2015.03.005,2015,Y,0,1,0,0,1,0,Multiple,Terrestrial,Other,Grassland,0,1,0,1,0,Multiple,1,0,0,0,Single,0,0
10.1016/j.tpb.2003.12.004,2004,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1016/j.tpb.2006.07.005,2006,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1016/j.tpb.2013.11.005,2014,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.tpb.2015.08.001,2015,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.tree.2005.05.006,2005,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.tree.2011.03.002,2011,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.tree.2015.09.006,2015,Y,0,0,0,0,1,0,Single,Terrestrial,Plants,Broad,1,0,0,1,0,Single,1,0,0,0,Single,0,Climate Change
10.1016/j.tree.2016.02.006,2016,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.tree.2016.03.009,2016,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.tree.2016.09.007,2016,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.tree.2018.06.004,2018,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1016/j.tree.2018.08.001,2018,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.tree.2018.11.003,2019,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1016/j.ufug.2018.01.002,2018,Y,0,1,0,0,0,0,Single,Terrestrial,Insects,Urban ,1,1,0,1,1,Multiple,1,0,0,0,Single,0,Habitat Degredation
10.1016/j.yhbeh.2007.08.004,2007,Y,0,0,1,0,0,0,Experiment,Terrestrial,Herps,Galapagos Islands,0,1,0,0,1,"Morphological, Behavioural",0,0,0,1,T,0,Invasion
10.1016/j.ympev.2009.10.033,2010,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.ympev.2016.01.012,2016,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1016/S0065-2504(04)37006-6,2005,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/S0065-2881(09)56004-X,2009,Y,1,0,0,0,0,0,Review,Marine,Fish,Broad,1,1,0,1,1,"Morphological, Life History, Behavioural",1,1,0,0,P,0,Global Change Broad
10.1016/S0167-8809(01)00333-4,2002,Y,0,1,0,0,0,0,Observational,Terrestrial,Insects,Grassland,0,1,0,1,1,"Morphological, Life History, Behavioural",1,0,0,0,F,0,0
10.1016/S0929-1393(98)00103-6,1998,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/S1385-1101(02)00149-1,2002,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/S1385-1101(02)00220-4,2003,Y,1,0,0,0,0,0,Review,Terrestrial,Other,Broad,0,1,0,0,1,"Morphological, Behavioural",0,0,0,1,T,0,0
10.1017/S0007485308005919,2008,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1017/S0031182004005050,2004,Y,0,1,0,0,0,0,Single,Freshwater,Fish,River,1,1,0,1,1,Multiple,0,0,0,1,Single,0,0
10.1017/S0266467416000572,2017,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1017/S0952836900001084,2000,Y,0,1,0,0,0,0,Single,Terrestrial,Mammals,Broad,0,1,0,1,0,Multiple,1,0,0,0,Single,0,0
10.1017/S0952836900002016,2000,Y,0,1,0,0,0,0,Observational,Marine,Other,Intertidal,1,1,0,1,0,"Morphological, Life History",1,0,0,0,F,0,Invasion
10.1017/S0960258510000176,2010,Y,0,1,0,0,0,0,Observational,Terrestrial,Plants,Grassland,0,1,0,0,0,Morphological,1,0,0,1,T,0,0
10.1017/S1461145707007912,2008, N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1017/S1751731112001796,2013,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1021/es505426z,2015,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1023/A:1006511124428,1998,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1023/A:1007942804047,1997,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1023/A:1008991021305,1999,Y,0,0,0,0,0,1,Single,Broad,Broad,Broad,0,0,0,1,0,Single,0,0,0,1,Single,0,0
10.1023/A:1022417601010,2003,Y,1,0,0,0,0,0,Single,Terrestrial,Insects,Broad,0,1,0,0,1,Multiple,0,0,0,1,Single,0,0
10.1023/B:APPA.0000038623.75416.e3,2004,Y,0,0,1,0,0,0,Experiment,Terrestrial,Insects,Temperate Forest,0,0,0,0,1,Behavioural,0,0,0,1,T,0,0
10.1023/B:BIOC.0000004319.91643.9e,2004,Y,1,0,0,0,0,0,Single,Terrestrial,Broad,Grassland,0,1,0,1,1,Multiple,1,0,0,0,Single,0,Habitat Degredation
10.1034/j.1600-0587.2001.d01-206.x,2001,Y,0,0,0,0,0,1,T Model,Terrestrial,Plants,Broad,0,1,0,1,0,"Morphological, Life History",0,0,1,0,E,0,0
10.1034/j.1600-0706.2000.880215.x,2000,Y,0,1,1,0,0,0,"Observational, Experimental",Terrestrial,Plants,Temperate Forest,0,1,0,0,0,Morphological,0,0,0,1,T,0,0
10.1037/a0039109,2015,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1038/355073a0,1992,Y,0,0,0,0,1,0,Single,Marine,Broad,Broad,0,0,0,0,1,Single,0,0,1,1,Multiple,0,0
10.1038/ismej.2010.6,2010,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1038/ismej.2015.123,2016,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1038/ismej.2015.201,2016,Y,0,1,0,0,1,0,Multiple,Terrestrial,Other,acid mine drainage,0,0,0,1,0,Single,1,0,0,0,Single,0,Habitat Degredation
10.1038/ismej.2017.183,2018,Y,0,1,0,0,1,0,Multiple,Marine,Other,Continental Shelf,0,0,0,1,1,Multiple,1,0,1,0,Multiple,0,0
10.1038/nature15256,2015,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1038/ncomms9877,2015,Y,0,0,0,1,0,0,Single,Terrestrial,Multiple,Broad,0,1,0,1,1,Multiple,1,0,0,0,Single,0,Habitat Degredation
10.1038/npp.2014.98,2014,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1038/s41396-018-0217-7,2018,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1038/s41558-018-0086-0,2018,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1038/s41559-017-0298-0,2017,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1038/s41559-017-0426-x,2018,Y,1,0,0,0,0,0,Review,Terrestrial,Other,Broad,0,1,0,1,1,"Morphological, Life History, Behavioural",1,0,0,0,F,0,Global Change Broad
10.1038/s41559-019-0899-x,2019,Y,1,0,0,0,1,0,Q Model/Review,Broad,Broad,Broad,1,0,0,1,1,"Life History, Behavioural",0,0,0,1,T,0,0
10.1038/s41598-017-00429-9,2017,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Temperate Forest,1,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1038/s41598-017-13340-0,2017,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1038/s41598-017-17019-4,2017,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1038/s41598-018-32078-x,2018,Y,0,0,1,0,1,0,Multiple,Terrestrial,Plants,Grassland,0,1,0,1,0,Multiple,1,0,1,0,Multiple,0,0
10.1038/s41598-018-35925-z,2018,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1038/s41598-019-43179-6,2019,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1038/sdata.2018.22,2018,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1038/srep08069,2015,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1038/srep24110,2016,Y,0,0,0,0,1,0,Single,Terrestrial,Plants,Broad,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1038/srep24451,2016,Y,1,0,0,0,0,0,Review,Terrestrial,Insects,Broad,0,1,0,1,1,"Morphological, Behavioural, Life History",1,1,0,1,T,0,Climate Change
10.1038/srep27087,2016,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1038/srep29414,2016,Y,0,1,0,0,0,1,Multiple,Freshwater,Fish,River,0,1,0,1,0,Multiple,1,0,0,0,Single,0,0
10.1038/srep31153,2016,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1038/srep33383,2016,Y,0,0,0,0,0,1,Single,Terrestrial,Insects,Broad,0,0,0,1,0,Single,1,0,0,0,Single,1,Climate Change
10.1038/srep35649,2016,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Grassland,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1038/srep37753,2016,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1038/srep38488,2016,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1038/srep41599,2017,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1038/srep42007,2017,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Seasonal Tropical Forest,0,0,0,1,0,Single,1,0,0,0,Single,0,0
10.1046/j.1095-8312.2003.00224.x,2003,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1046/j.1365-2311.2002.0379a.x,2002,Y,0,1,0,0,0,0,Single,Terrestrial,Insects,Grassland,0,0,0,0,1,Single,0,0,0,1,Single,0,0
10.1046/j.1365-2427.1997.00166.x,1997,Y,0,1,0,0,0,0,Single,Freshwater,Insects,River,0,1,0,1,1,Multiple,1,0,0,0,Single,0,0
10.1046/j.1365-2427.2000.00535.x,2000,Y,0,1,0,0,0,0,Single,Freshwater,Other,River,1,1,0,1,1,Multiple,1,1,1,1,Multiple,0,0
10.1046/j.1365-2427.2002.00908.x,2002,Y,1,0,0,0,0,0,Single,Freshwater,Broad,River,0,1,0,1,1,Multiple,1,0,0,1,Multiple,0,0
10.1046/j.1365-2427.2002.01002.x,2002,Y,0,0,0,0,0,1,Single,Freshwater,Fish,Lake,0,0,0,0,1,Single,1,0,0,1,Multiple,0,0
10.1046/j.1365-2435.1999.00299.x,1999,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1046/j.1365-2435.2002.00664.x,2002,Y,0,0,0,0,1,0,Single,Terrestrial,Plants,Temperate Forest,0,1,0,1,0,Multiple,1,0,1,0,Multiple,0,0
10.1046/j.1365-2656.2000.00383.x,2000,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1046/j.1365-2656.2003.00727.x,2003,Y,0,0,0,0,1,0,Single,Marine,Birds,Polar,0,0,0,1,0,Single,1,0,0,0,Single,0,Climate Change
10.1046/j.1365-2745.2001.00673.x,2002,Y,0,0,1,0,0,0,Single,Terrestrial,Plants,Grassland,0,0,0,1,0,Single,1,1,0,0,Multiple,0,0
10.1046/j.1420-9101.1999.00084.x,1999,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1046/j.1420-9101.2003.00655.x,2004,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1046/j.1439-0485.2000.00732.x,2000,Y,0,1,0,0,1,0,Multiple,Marine,Other,Intertidal,0,1,0,1,0,Multiple,1,0,0,0,Single,0,0
10.1046/j.1440-1703.2001.00454.x,2001,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1046/j.1523-1739.2002.02283.x,2002,Y,0,1,0,0,0,0,Single,Terrestrial,Herps,Broad,1,1,0,1,1,Multiple,1,0,0,1,Multiple,0,Habitat Degredation
10.1051/alr:2005029,2005,Y,0,1,0,0,0,0,Single,Marine,Fish,Coral Reef,0,1,0,1,1,Multiple,1,0,0,1,Multiple,0,0
10.1051/kmae/2015033,2015,Y,0,1,0,0,0,0,Observational,Freshwater,Fish,Lake,1,1,0,0,0,Morpholo,1,0,0,0,F,0,0
10.1054/mehy.1999.0856,2000,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1063/1.4953163,2016,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1071/WR13041,2013,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1073/pnas.0304903101,2004,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1073/pnas.0710672105,2008,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1073/pnas.0904106106,2009,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1073/pnas.0909820106,2009,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1073/pnas.1015178108,2011,Y,1,0,0,0,0,0,Review,Broad,Broad,Broad,1,0,1,1,1,"Physiological, Life History, Behavioural",1,0,0,0,F,0,Climate Change
10.1073/pnas.1215513110,2013,Y,0,1,0,0,0,0,Observational,Terrestrial,Plants,Grassland,0,1,0,0,0,Morphological,1,0,1,0,E,0,0
10.1073/pnas.1300643110,2013,Y,0,1,0,0,0,0,Observational,Terrestrial,Other,Tundra,0,0,0,1,0,Life History,1,0,0,0,F,0,Climate Change
10.1073/pnas.1302051110,2013,Y,0,0,1,0,0,0,Single,Marine,Fish,Continental Shelf,0,1,0,0,0,Single,0,0,0,1,Single,0,0
10.1073/pnas.1304074110,2013,Y,0,0,0,0,1,0,Single,Marine,Fish,Coral Reef,0,1,0,1,1,Multiple,1,1,0,0,Multiple,0,0
10.1073/pnas.1309948110,2013,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1073/pnas.1310700110,2013,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Broad,0,1,0,0,0,Single,1,0,0,0,Single,0,Climate Change
10.1073/pnas.1315179111,2014,Y,0,0,0,0,1,0,Q Model,Terrestrial,Plants,NA,0,1,0,0,0,Morphological,0,1,1,0,P,0,0
10.1073/pnas.1319342111,2014,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Tropical Rainforest,0,1,0,0,0,Single,0,0,1,0,Single,0,0
10.1073/pnas.1401949111,2014,Y,0,0,1,0,0,0,Single,Terrestrial,Insects,Temperate Forest,0,1,0,1,1,Multiple,1,0,0,1,Multiple,0,0
10.1073/pnas.1708873114,2017,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1073/pnas.1721464115,2018,Y,0,1,0,0,0,0,Observational,Terrestrial,Insects,Broad,0,1,0,1,0,"Morphological, Life History",0,0,0,1,T,0,0
10.1073/pnas.1802091115,2018,Y,0,1,0,0,1,0,Multiple,Freshwater,Insects,Pond,1,0,1,0,1,Multiple,1,0,0,0,Single,0,0
10.1073/pnas.2133521100,2003,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1080/02664760120108845,2002,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1080/10641262.2013.796815,2013,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1080/1357650X.2017.1293074,2018,Y,0,1,0,0,0,0,Single,Terrestrial,Mammals,Temperate Forest,0,1,0,0,1,Multiple,0,0,0,1,Single,0,0
10.1080/13658816.2013.861465,2014,Y,0,0,0,0,1,0,Q Model,Marine,Fish,Estuary,1,0,0,1,1,"Life History, Behavioural",1,1,0,0,P,0,0
10.1080/17451000.2013.793802,2013,Y,0,1,0,0,0,0,Single,Marine,Fish,Broad,0,1,0,0,0,Single,0,0,0,1,Single,0,0
10.1080/17550874.2016.1211192,2016,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Desert,0,1,0,0,0,Single,1,0,1,0,Multiple,0,0
10.1080/17550874.2017.1345997,2017,Y,0,1,0,0,0,0,Observational,Terrestrial,Plants,Broad,0,1,0,1,0,"Morphological, Behavioural",1,0,1,0,E,0,0
10.1086/303416,2000,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1086/342898,2002,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1086/368401,2003,Y,1,0,0,0,0,0,Review,Terrestrial,Plants,Broad,1,0,1,0,0,Physiological,1,0,0,0,F,0,0
10.1086/378646,2003,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1086/498398,2006,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1086/505157,2006,Y,0,0,0,0,1,0,Single,Terrestrial,Multiple,Seasonal Tropical Forest,0,0,0,0,1,Single,0,0,0,1,Single,0,0
10.1086/519966,2007,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1086/522055,2007,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1086/653665,2010,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1086/656444,2010,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1086/656619,2010,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1086/661241,2011,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1086/670010,2013,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1086/674445,2014,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1086/675903,2014,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1086/681623,2015,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1086/682369,2015,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1086/682680,2015,Y,1,0,0,0,0,0,Review,Terrestrial,Mammals,Broad,1,0,1,0,1,"Behavioural, Physiological",1,1,0,0,P,0,0
10.1086/685444,2016,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1086/685894,2016,Y,0,1,0,0,0,0,Single,Terrestrial,Birds,Tropical Rainforest,0,1,0,1,1,Multiple,0,0,1,0,Single,0,0
10.1086/687393,2016,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1086/689819,2017,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1086/690764,2017,Y,0,0,0,0,1,0,Q Model,Broad,Plankton,Broad,1,1,1,1,0,"Morphological, Physiological, Life History",1,0,0,1,F,0,0
10.1086/691537,2017,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1086/696978,2018,Y,0,0,0,0,1,0,Single,Freshwater,Other,Stream,0,0,0,0,1,Single,1,0,0,1,Multiple,0,0
10.1086/701784,2019,Y,0,0,1,0,1,0,Multiple,Freshwater,Fish,Lake,0,1,0,0,0,Single,1,0,0,1,Multiple,0,0
10.1086/703155,2019,Y,0,0,0,0,0,1,T Model,Broad,Broad,Broad,0,0,0,1,1,"Behavioural, Life History",0,0,0,1,T,0,0
10.1093/aob/mcp122,2009,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1093/aob/mcs225,2013,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1093/aob/mcu113,2014,Y,1,0,0,0,0,0,Review,Terrestrial,Plants,Broad,1,0,0,1,0,Life History,1,0,0,0,F,0,0
10.1093/aob/mcx005,2017,Y,0,0,1,0,0,0,Experiment,Terrestrial,Plants,Coastal,1,0,0,1,0,Life History,1,0,0,0,F,0,0
10.1093/aob/mcx222,2018,Y,0,1,0,0,0,0,Observational,Terrestrial,Plants,Subtropical evergreen forest,0,1,0,0,0,Morphological,1,0,0,0,F,0,0
10.1093/aob/mcy004,2018,Y,0,0,1,0,1,0,Multiple,Terrestrial,Plants,Grassland,0,0,0,1,0,Single,1,0,0,0,Single,0,0
10.1093/beheco/10.1.1,1999,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1093/beheco/11.4.452,2000,Y,1,0,0,0,0,0,Review,Terrestrial,Mammals,Broad,0,1,0,0,1,"Morphological, Behaviour",0,0,0,1,T,0,0
10.1093/beheco/13.6.808,2002,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1093/beheco/ars040,2012,Y,0,1,0,0,1,0,Multiple,Terrestrial,Birds,Broad,0,1,0,1,1,Multiple,1,1,0,0,Multiple,0,0
10.1093/beheco/arv030,2015,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1093/beheco/arv115,2015,Y,0,1,0,0,0,0,Single,Marine,Fish,Continental Shelf,0,0,0,0,1,Single,1,0,1,0,Multiple,0,0
10.1093/beheco/arx036,2017,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1093/beheco/ary021,2018,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1093/biolinnean/blx159,2018,Y,0,1,0,0,1,0,Multiple,Terrestrial,Insects,Broad,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1093/cz/zow115,2017,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1093/ee/nvv183,2016,Y,0,1,0,0,0,0,Observational,Terrestrial,Insects,Tropical Rainforest,0,1,0,0,1,"Morphological, Behavioural",1,0,1,1,E,0,0
10.1093/femsec/fiv031,2015,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1093/femsec/fix150,2017,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1093/forestry/cpw018,2016,Y,1,0,0,0,0,0,Single,Terrestrial,Insects,Broad,1,0,0,1,0,Single,1,0,0,0,Single,0,Climate Change
10.1093/gbe/evx249,2017,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1093/icb/ics067,2012,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1093/icb/icv033,2015,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1093/icb/icw082,2016,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1093/icb/icx015,2017,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1093/icb/icx056,2017,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1093/icesjms/fsn035,2008,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1093/jee/tox243,2017,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1093/jpe/rtt064,2014,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Alpine,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1093/jpe/rtt075,2014,Y,0,0,0,0,1,0,Single,Terrestrial,Plants,Subtropical Forest,0,1,0,0,0,Single,1,1,0,0,Multiple,0,0
10.1093/jpe/rtv043,2016,Y,0,0,1,0,0,0,Single,Terrestrial,Plants,Alpine,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1093/jpe/rtw099,2017,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1093/molbev/mss069,2012,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1093/molbev/msw121,2016,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1093/plankt/fbp098,2010,Y,1,0,0,0,0,0,Review,Marine,Plankton,Broad,0,1,0,0,0,Morphological,1,0,0,0,F,0,Climate Change
10.1093/plankt/fbr111,2012,Y,0,1,0,0,0,0,Observational,Freshwater,Plankton,River,0,1,0,0,1,"Morphological, Behavioural",0,0,1,1,T,0,0
10.1093/sysbio/syw020,2016,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1093/sysbio/syw115,2017,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1093/sysbio/syx079,2018,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1093/sysbio/syx084,2018,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1098/rsbl.2011.0641,2012,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1098/rsfs.2011.0083,2012,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1098/rsif.2018.0239,2018,Y,0,0,0,0,0,1,T Model,Broad,Broad,Broad,0,1,0,0,0,Morphological,0,0,0,1,T,0,0
10.1098/rsos.140541,2015,Y,0,0,0,0,1,0,Single,Terrestrial,Plants,Temperate Forest,1,1,1,1,0,Multiple,1,0,1,0,Multiple,0,0
10.1098/rsos.150652,2016,Y,0,1,0,0,0,0,Observational,Freshwater,Fish,Broad,0,1,0,0,0,Morphological,0,0,0,1,T,0,0
10.1098/rsos.160957,2017,Y,1,0,0,0,0,0,Review,Terrestrial,Mammals,Broad,0,1,0,0,0,Morphological,0,0,0,1,,0,0
10.1098/rsos.170633,2017,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1098/rsos.181702,2019,Y,0,0,0,0,0,1,T Model,Broad,Broad,Broad,0,0,0,0,1,Behavioural ,1,1,0,0,T,0,0
10.1098/rsos.182180,2019,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1098/rspb.1994.0059,1994,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1098/rspb.2000.1010,2000,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Grassland,1,1,0,1,0,Multiple,1,0,1,0,Multiple,0,0
10.1098/rspb.2000.1167,2000,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1098/rspb.2002.1967,2002,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1098/rspb.2004.2899,2005,Y,0,0,1,0,0,0,Experiment,Freshwater,Fish,River  ,0,0,0,1,0,Life History,0,0,0,1,T,0,0
10.1098/rspb.2005.3174,2005,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1098/rspb.2005.3205,2005,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
