Author,Year,Title,Journal,Abstract,DOI,Relevant to Study,Review,Observational,Experiment,Metanalysis,QModel,TModel,Type of study,Ecosystem,Taxonomic,System,NEWPhysiological,Morphological,Physiological,Life History,Behavioural,Trait Types,Trait Diversity,Fundamental,Physical,Ecological,IntraspecificTraits,InterspecificTraits,Trophic,Level of Prediction Possible,Forecasting/Predictive,Global Change Driver,Comparison Btwn Approaches,Further Review,Into Text,Went Into Text,Notes,
"Schaefer, T; Ledebur, G; Beier, J; Leisler, B",2006,"Reproductive responses of two related coexisting songbird species to environmental changes: global warming, competition, and population sizes",JOURNAL OF ORNITHOLOGY,"Comparative analyses of interspecific differences in response to climate change can provide important insights into the factors initiating seasonal onset of reproduction in various species and subsequent fitness consequences. We present a comparative analysis based on a 30-year breeding survey of two related migratory songbird species [Reed Warbler Acrocephalus scirpaceus (RW) and Great Reed Warbler A. arundinaceus (GRW)], which coexist in reedbeds by means of various interspecific interactions. The RW advanced breeding by 15 days and shortened its breeding time window, which is a combined effect of higher temperatures, alleviated competition as a consequence of population declines in the dominant GRW, and reduced RW population. Although the breeding period of GRW changed only slightly, its clutch initiation was likewise related to temperature. Most probably, advanced breeding in RW is favoured by changes in food supply and accelerated reed growth, which provides the necessary nest concealment earlier, whereas this does not affect the GRW, a species less vulnerable to nest predation. Clutch size decreased later in the season, so that earlier breeding produced a net increase in both species. An additional increase of clutch size in GRW can be explained by the use of higher-quality territories in today's smaller population. The main causes of nest losses were predation in RW and adverse weather in GRW, but reproductive success increased over the study period in both species, which was a consequence of larger clutches in RW, but of favourable weather during rearing and fewer total losses in GRW. Our results document that different causal mechanisms are involved in the reproductive changes of the two congeneric species living in the same habitat: RW breeding earlier by making use of competitive release and other ecological improvements, and GRW by benefiting from better rearing conditions. As species respond differentially to climate change depending on ecosystem and biotic interactions, predictions of population dynamics will remain vague until the specific response mechanisms have been elucidated.",10.1007/s10336-005-0011-y,Y,0,1,0,0,0,0,Single,Terrestrial,Birds,Broad,0,0,0,1,0,Single,1,1,0,0,,,0,Single,0,Climate Change,0,0,1,,traits = onset of reproduction,
"Schamp, B; Hettenbergerova, E; Hajek, M",2011,Testing community assembly predictions for nominal and continuous plant traits in species-rich grasslands,PRESLIA,"We investigated patterns of trait-based community assembly in grasslands sampled along a moisture gradient (216 species) using three continuous species-level traits (maximum species height, minimum species height, seed mass), as well as seven nominal traits (flowering phenology, fruit type, pollen vector, clonal growth organs - CGOs, branching type, leaf distribution, lateral spread), some of which are unusual in that a species may possess more than one state per trait simultaneously (e.g. CGO). Additionally, this study tests whether patterns of assembly vary with plot biomass and moisture using both presence-absence and abundance-weighted analyses (two plot sizes: 25 x 25 cm, 75 x 75 cm). Plant species in these grasslands were randomly organized with respect to both maximum and minimum species height; however, coexisting plant species had a significantly smaller mean seed mass than expected by chance, and were significantly convergent in seed mass, consistent with observations from one previous study, and with theory related to environmental or competitive filtering. These patterns were consistent across plot sizes, and were similar whether analyses were abundance-weighted or not, although partitioned analyses show that these patterns are most pronounced in wet grasslands. Grasslands were non-randomly assembled with respect to five of our ten traits including seed mass, fruit type, CGO, branching type and leaf distribution. Among these, only patterns of branching type clearly conformed to the predictions from Limiting Similarity Theory, suggesting that variation in this trait may contribute to species coexistence in these grasslands. In two cases (fruit type, branching type), results differed in significance depending on whether analysis used presence-absence or abundance data; incorporating abundance may be more relevant, however, cover-based abundance measures in small plots can bias trait representation in favour of size over ramet number. In general, patterns were consistent across the two plot sizes. For four traits (seed mass, flowering phenology, leaf distribution and lateral spread) plot-level effect sizes of our tests varied significantly with plot-level biomass production; the slope of these relationships was positive for seed mass, but negative for flowering phenology, leaf distribution and lateral spread. For seven of ten traits, plot-level effect sizes varied significantly with plot-level soil moisture, with positive regression slopes for some traits (flowering phenology, leaf distribution), and negative slopes for others (minimum height, seed mass, fruit type, pollen vector, CGO). These results indicate that community assembly rules related to different functional traits can be responsive to variation in either biomass or soil moisture, or both.",unkown_24,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Grassland,0,1,0,1,0,Multiple,2,1,0,1,,,0,Multiple,0,0,0,0,1,,"traits = max height, min height, seed mass, flowering phenology, fruit type, pollen vector, clonal growth organs, branching type, leaf distribution, lateral spread",
"Scharnweber, K; Watanabe, K; Syvaranta, J; Wanke, T; Monaghan, MT; Mehner, T",2013,Effects of predation pressure and resource use on morphological divergence in omnivorous prey fish,BMC EVOLUTIONARY BIOLOGY,"Background: Body shape is one of the most variable traits of organisms and responds to a broad array of local selective forces. In freshwater fish, divergent body shapes within single species have been repeatedly observed along the littoral-pelagic axes of lakes, where the structural complexity of near shore habitats provides a more diverse set of resources compared to the open-water zones. It remains poorly understood whether similar resource-driven polymorphism occurs among lakes that vary in structural complexity and predation pressure, and whether this variation is heritable. Here, we analyzed body shape in four populations of omnivorous roach (Rutilus rutilus) inhabiting shallow lakes. We tested the relationship between body shape, gradients of resources, predation pressure, and, in a subset of two lakes, diet composition. We used genome scans of 331 polymorphic AFLP markers to test whether there was a heritable component to the observed morphological diversification. Results: Body shape differed among lakes and was significantly correlated to differences in predation pressure. Roach from the lake with highest predation pressure were most divergent from the average body shape of all populations, characterized by a more streamlined body and caudally inserted dorsal fins; features that facilitate predator escape. Surprisingly, diet composition was not associated with morphology. AFLP analysis revealed weak genetic differentiation among lakes and no isolation by distance (IBD). Outlier analysis detected three loci under positive selection with differing frequencies in the four populations. General linear models did not support an association of lake-specific genotypes with morphological variation. Conclusion: Body shape was divergent among lakes, suggesting that processes previously reported from within single lakes may also be operating at the scale of whole lakes. We found no evidence for body shape being heritable, although sample size was small in these natural populations. Rather than habitat structure and diet, we conclude that predation had a stronger effect on the prevalence of local morphotypes. A variable morphotype facilitating the efficient uptake of a variety of spatially and temporarily scattered resources seems to be favored in these small aquatic systems.",10.1186/1471-2148-13-132,Y,0,1,0,0,1,0,Multiple,Freshwater,Fish,Lake,0,1,0,0,1,Multiple,2,1,0,0,,,1,Multiple,0,0,0,0,1,1,"traits = body shape, foraging method, diet composition",
"Schield, DR; Walsh, MR; Card, DC; Andrew, AL; Adams, RH; Castoe, TA",2016,EpiRADseq: scalable analysis of genomewide patterns of methylation using next-generation sequencing,METHODS IN ECOLOGY AND EVOLUTION,"1. Research addressing the role of epigenetics in a diversity of experimental and natural systems is rapidly accumulating. Diverse methods have been developed to study epigenetic states, including bisulphite sequencing and AFLP-based approaches. However, existing methods are sometimes difficult to apply to non-traditional model organisms that lack genomic resources (bisulphite sequencing), and can fail to be economical and readily scalable to diverse research questions because of reliance on traditional Sanger sequencing (AFLP approaches). 2. Here we develop a reduced-representation library-based approach that is scalable and economical to quantitatively compare patterns of genomewide methylation. This approach shares substantial similarity to the now widely used double digest restriction-site associated DNA sequencing-based method (ddRADseq), except that it utilizes a methylation-sensitive restriction enzyme. This method therefore identifies changes in the genomic methylation state of cytosine (to 5-methylcytosine; 5mC) by sampling loci (via next-generation sequencing) that are not methylated within a sample. We test this method to identify shifts in the epigenome of clonal water fleas (Daphnia ambigua) in response to exposure to fish predator cues, which are known to induce transgenerational changes in life-history traits. 3. We found evidence for differential transgenerational responses (inferred via significant shifts in the methylation state of sampled loci) to predator cues among our treatment groups and remarkably consistent responses within treatment groups. Our results demonstrate that this method is capable of producing highly repeatable results even without the use of a reference genome. 4. Applications of this general method are broad and diverse and include the analysis of epigenetic shifts in both experimental and natural study systems.",10.1111/2041-210X.12435,N,,,,,,,Multiple,,,,,,,,,Multiple,0,,,,,,,Multiple,,,,,0,,,
"Schindler, DE; Rogers, DE; Scheuerell, MD; Abrey, CA",2005,Effects of changing climate on zooplankton and juvenile sockeye salmon growth in southwestern Alaska,ECOLOGY,"Detecting and forecasting the effects of changing climate on natural and exploited populations represent a major challenge to ecologists and resource managers. These efforts are complicated by underlying density-dependent processes and the differential responses of predators and their prey to changing climate. We explored the effects of density-dependence and changing climate on growth of juvenile sockeye salmon and the densities of their zooplankton prey in the Wood River system of southwestern Alaska. We fit dynamic time-series models to data collected between 1962 and 2002 describing growth of juvenile sockeye, timing of spring ice breakup, and summer zooplankton densities. The timing of spring breakup has moved about seven days earlier now than it was in the early 1960s. Our analyses suggest that most of this shift has been a response to the warm phase of the Pacific Decadal Oscillation that persisted from the mid-1970s to the late 1990s. This progression toward earlier spring breakup dates was associated with warmer summer water temperatures and increased zooplankton (especially Daphnia) densities, which translated into increased sockeye growth during their first year of life. The number of spawning adults that produced each year class of sockeye had a strong negative effect on juvenile sockeye growth rates, so that the size of the density-dependent effect was, on average, twice as large as the effect of spring breakup date. These results highlight the complexity of ecological responses to changing climate and suggest that climate warming may enhance growing conditions for juvenile salmonids in large lakes of Alaska.",10.1890/03-0408,N,,,,,,,Multiple,,,,,,,,,Multiple,0,,,,,,,Multiple,,,,,0,,no traits,
"Schlaepfer, Daniel R.; Glaettli, Melanie; Fischer, Markus; van Kleunen, Mark",2010,A multi-species experiment in their native range indicates pre-adaptation of invasive alien plant species,NEW PHYTOLOGIST,"P>To understand prerequisites of biological invasions, it is imperative to know whether species have traits that pre-adapt them to become invasive elsewhere. However, few experimental studies have explicitly tested this by comparing traits between invasive and noninvasive species in their native range instead of in the nonnative range.We used native plant material of 14 European congeneric pairs of herbaceous species that were all introduced to North America, and of which one species per pair is invasive.In our germination and common garden experiment with and without fertilizer addition, the invasive species germinated faster, produced more biomass and had a higher proportion of flowering plants than the noninvasive congeners.Our results indicate that species traits, which lead to a high plant performance in the native range, can confer pre-adaptation to become invasive. We suggest that such traits may be especially relevant for use in risk-assessment protocols before introduction elsewhere.",10.1111/j.1469-8137.2009.03114.x,N,,,,,,,Multiple,,,,,,,,,Multiple,0,,,,,,,Multiple,,,,,0,,,
"Schleicher, Andrea; Peppler-Lisbach, Cord; Kleyer, Michael",2011,Functional traits during succession: is plant community assembly trait-driven?,PRESLIA,"Little is known about changes in the significance of environmental filtering and neutral processes during the succession of plant communities. Generally, a succession is expected to be trait-driven and a shift is predicted from high importance of seed dispersal ability in initial phases to importance of strong competitive ability in later stages. In this study, we consider a community assembly trait-driven in the case of a shift in functional traits during succession and randomly assembled in the case there is no shift in functional traits during succession. We therefore tested whether urban plant communities show trait convergence or trait divergence in relation of successional stage, water and nutrient availability. At two scales (100 x 100 cm and 10 x 10 cm), we analysed traits relevant to seed dispersal, stress tolerance and competitive ability and compared real data with null models. We subsequently used regression trees to associate convergence and divergence to plot age and stress due to low water and soil nutrient availability. Most traits were neither significantly convergent nor divergent and the variance explained by the regression trees was often lower than 20%. We found divergence in seed number instead of the expected convergence towards high seed number. In accord with expectations we found low seed terminal velocity and annual life span in early succession. Convergence in seed bank longevity occurred at intermediate plot age, and convergence in the combination of life span and lateral spread showed the relevance of competition filtering in the most fertile plots. On the other hand, competition-induced convergence in canopy height or specific leaf area was not supported by our results. We concluded that, based on the traits considered in this study, the overwhelming evidence was that community assembly during the first 40 years of succession was driven by trait-neutral mechanisms.",unkown_25,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Urban ,0,0,0,1,0,Single,1,1,0,1,,,0,Multiple,0,0,0,0,1,1,"traits = seed dispersal, stress tolerance, competitive ability",
"Schmera, D; Arva, D; Boda, P; Bodis, E; Bolgovics, A; Borics, G; Csercsa, A; Deak, C; Krasznai, EA; Lukacs, BA; Mauchart, P; Mora, A; Saly, P; Specziar, A; Suveges, K; Szivak, I; Takacs, P; Toth, M; Varbiro, G; Vojtko, AE; Eros, T",2018,Does isolation influence the relative role of environmental and dispersal-related processes in stream networks? An empirical test of the network position hypothesis using multiple taxa,FRESHWATER BIOLOGY,"1. Quantifying the relative importance of how local (environmental or niche-based) and regional (dispersal-related or spatial) processes regulate the assembly of communities has become one of the main research avenues of community ecology. It has been shown that the degree of isolation of local habitats in the landscape may substantially influence the relative role of environmental filtering and dispersal-related processes in metacommunities. 2. Dendritic stream networks are unique habitats in the landscape, where more isolated upstream sites have been predicted to be primarily structured by environmental variables, while more central mainstem rivers by both environmental and spatial variables (hereafter the network position hypothesis, NPH). However, the NPH has almost exclusively been tested for stream macroinvertebrates, and therefore its predictions warrant confirmation from multiple taxa. 3. We examined the validity of the NPH for benthic diatoms, macrophytes, macroinvertebrates and fish in the Pannon Ecoregion, Hungary. Following the NPH we predicted a clear dominance of environmental over spatial variables in headwaters, and a larger effect of spatial variables in rivers compared to headwaters. We tested these predictions using variance partitioning analyses separately for the different taxa in headwater and in riverine habitats. 4. We found large differences in the explained community variance when the impact of environmental (physical and chemical) and spatial (overland and watercourse distance) variables for various taxa was studied. In general, total explained variance was lower for the more passively dispersing plant taxa than for animal taxa with more active dispersal in both streams and rivers. However, similar to other studies, the total explained variance was low for both headwater streams and rivers. 5. Community structure of diatoms could be best explained by both environmental and spatial variables in streams, whereas their community structure could not be explained by either variable group in rivers. The significance of environmental and spatial variables depended on the distance measure (overland versus watercourse) in the case of macrophytes. Community structure of macroinvertebrates could be explained by environmental variables in streams and by both environmental and spatial variables in rivers. Moreover, variation was explained by different predictors when macroinvertebrate taxa were divided into flying and non-flying groups, suggesting the importance of dispersal mode in explaining community variation. Finally, community structure of fishes could be explained by both environmental and spatial variables in streams and only by environmental variables in rivers. 6. In conclusion, we found no clear evidence of the NPH in our multi-taxa comparison. For example, while patterns in macroinvertebrate communities seem to support the NPH, those in fish communities run counter with the predictions of the NPH. This study thus shows that different taxa may behave differently to isolation effects in stream networks. We discuss alternatives in the interpretation of dispersal (or spatial) effects which may partly explain differences in the observed patterns from the NPH, and emphasise the need for further studies in unravelling the importance of isolation in stream metacommunity structuring.",10.1111/fwb.12973,N,,,,,,,Multiple,,,,,,,,,Multiple,0,,,,,,,Multiple,,,,,0,,,
"Schmera, D; Podani, J; Eros, T; Heino, J",2014,Combining taxon-by-trait and taxon-by-site matrices for analysing trait patterns of macroinvertebrate communities: a rejoinder to Monaghan & Soares (2014),FRESHWATER BIOLOGY,"Monaghan and Soares (2014) suggested that combining traits with log-transformed abundance of taxa may cause anomalies in analyses of stream macroinvertebrate communities. While they addressed an important issue in stream ecology, here we present an opposite view. To identify the causes of these contrasting opinions, we carefully examined the examples provided by Monaghan and Soares (2014) and demonstrated how traits can be weighted by the presence, abundance and log-transformed abundance of the taxa in a meaningful way. We found that Monaghan and Soares (2014), following other authors, use the term weighting' differently from classical papers of stream ecology. The general practice is to calculate the sum of trait values multiplied by the abundance of each taxon and divide it by the total invertebrate abundance to get a community-level trait value. In contrast, Monaghan and Soares (2014) did not perform the final division and consequently did not get a standardised community-level trait value. It follows that the term weighting' is used with different meanings in stream ecology, and ecologists should keep these differences in mind. We agree with Monaghan and Soares (2014) that the addition of log-transformed data is equivalent to multiplication on an arithmetic scale. However, we disagree that this provides an inconsistent scaling that confounds quantitative analyses. Using example data sets, we illustrate how trait-based data analysis can be performed in community ecology in a meaningful way.",10.1111/fwb.12369,N,,,,,,,Multiple,,,,,,,,,Multiple,0,,,,,,,Multiple,,,,,0,,,
"Schmera, D; Podani, J; Heino, J; Eros, T; Poff, NL",2015,A proposed unified terminology of species traits in stream ecology,FRESHWATER SCIENCE,"Traits-based community analyses are receiving increasing attention. However, consistent interpretation of empirical results and ecological understanding in stream ecology are limited by ambiguous terminology. Furthermore, the measurement scales used to analyze trait data, especially ordinal-scale data, are often inappropriately applied. We identify and discuss these shortcomings and offer a solution for an operative and algebraically correct treatment of traits and a unified nomenclature that facilitates direct comparison among traits-based studies. A unified terminology allows for logical translation among existing, alternative trait nomenclatures and should facilitate communication of research findings among stream ecologists and more directly connect stream traits-based research with general ecology.",10.1086/681623,N,,,,,,,Multiple,,,,,,,,,Multiple,0,,,,,,,Multiple,,,,,0,,,
"Schmera, Denes; Eros, Tibor; Greenwood, Malcolm T.",2007,Spatial organization of a shredder guild of caddisflies (Trichoptera) in a riffle - Searching for the effect of competition,LIMNOLOGICA,"The shredder guild plays an outstanding role in the functioning of headwater stream ecosystems by processing allochthonous leaf litter. Traditionally, the abiotic habitat template is regarded as the major determinant of its organization, and only a limited number of studies support the importance of biotic interactions. The aim of the present study was to examine whether competition plays a significant role in organizing the shredder guild of caddisflies in a riffle. Null-model based co-occurrence, co-existence and guild variation analyses were used in the study of guild organization. In addition, the traditional variance to mean ratio was applied for measuring the intraspeclific aggregation of guild members. The non-significant metric values of co-occurrence and co-existence analyses predicted that competition was of limited importance in structuring the spatial organization of the shredder guild. The observed aggregated spatial distribution of species, suggests that besides stochastic events, deterministic forces should also contribute to the organization of the shredder guild of caddistlies. (C) 2006 Elsevier GmbH. All rights reserved.",10.1016/j.limno.2006.10.002,N,,,,,,,Multiple,,,,,,,,,Multiple,0,,,,,,,Multiple,,,,,0,,,
"Schmid, DW; McGee, MD; Best, RJ; Seehausen, O; Matthews, B",2019,Rapid Divergence of Predator Functional Traits Affects Prey Composition in Aquatic Communities,AMERICAN NATURALIST,"Identifying traits that underlie variation in individual performance of consumers (i.e., trait utility) can help reveal the ecological causes of population divergence and the subsequent consequences for species interactions and community structure. Here, we document a case of rapid divergence (over the past 100 generations, or similar to 150 years) in foraging traits and feeding efficiency between a lake and stream population pair of threespine stickleback. Building on predictions from functional trait models of fish feeding, we analyzed foraging experiments with a Bayesian path analysis and elucidated the traits explaining variation in foraging performance and the species composition of ingested prey. Despite extensive previous research on the divergence of foraging traits among populations and ecotypes of stickleback, our results provide novel experimental evidence of trait utility for jaw protrusion, gill raker length, and gill raker spacing when foraging on a natural zooplankton assemblage. Furthermore, we discuss how these traits might contribute to the differential effects of lake and stream stickleback on their prey communities, observed in both laboratory and mesocosm conditions. More generally, our results illustrate how the rapid divergence of functional foraging traits of consumers can impact the biomass, species composition, and trophic structure of prey communities.",10.1086/701784,Y,0,0,1,0,1,0,Multiple,Freshwater,Fish,Lake,0,1,0,0,0,Single,1,1,0,0,,,1,Multiple,0,0,0,0,1,1,traits = a ton of morphological ones - summarizing this to body shape,
"Schmid, J; Rasche, A; Eibner, G; Jeworowski, L; Page, RA; Corman, VM; Drosten, C; Sommer, S",2018,Ecological drivers of Hepacivirus infection in a neotropical rodent inhabiting landscapes with various degrees of human environmental change,OECOLOGIA,"Anthropogenic environmental change can impact community and population traits such as species diversity and population densities, which have been shown to influence the prevalence of viruses in wildlife reservoirs. In particular, host species resilient to changes in their natural habitat may increase in numbers, which in turn can affect the prevalence of directly transmitted viruses. We have carried out a survey of small mammal communities in three tropical landscapes differing in their degree of environmental change in Central Panama and investigated the effects of community changes on Hepacivirus prevalence. The modification of continuous habitat into partly connected or isolated habitat patches during the past century was linked to changes in species diversity and species assemblages, which was further associated with shifts in the abundance of generalist marsupial (Didelphis marsupialis, Philander opossum) and rodent (Proechimys semispinosus) species. The latter has become dominant in isolated habitat patches and was the only identified Hepacivirus host in our study system. Our analyses suggest that, in addition to the effects of host age and sex, host population density in interaction with sex ratio is a crucial predictor of infection probability. Although we found no significant relationships between species diversity per se and infection probability, the lowest prevalence detected in the landscape with the highest species diversity indicates that shifts in species assemblages (e.g. changes in the presence and abundance of marsupial predators) impact the host's intraspecific contact rates, the probability of virus transmission and, thus, the virus prevalence. Our study additionally provides important data on the influence of human-induced landscape changes on infection probability and, therefore, on virus prevalence in wildlife and emphasizes the importance of a landscape-scale approach with concomitant consideration of the complex interactions between ecological factors.",10.1007/s00442-018-4210-7,N,,,,,,,Multiple,,,,,,,,,Multiple,0,,,,,,,Multiple,,,,,0,,,
"Schmit, O; Adolfsson, S; Vandekerkhove, J; Rueda, J; Bode, SNS; Rossetti, G; Michalakis, Y; Jokela, J; Martens, K; Mesquita-Joanes, F",2013,The distribution of sexual reproduction of the geographic parthenogen Eucypris virens (Crustacea: Ostracoda) matches environmental gradients in a temporary lake,CANADIAN JOURNAL OF ZOOLOGY-REVUE CANADIENNE DE ZOOLOGIE,"Niche segregation may prevent competitive exclusion and promote local coexistence. This typically results in the occupation of different habitats. In the freshwater ostracod Eucypris virens (Jurine, 1820), the distribution of sexual and parthenogenetic populations in the temporary Lake Caracuel, central Spain, was not homogeneous. Parthenogens were found everywhere including the littoral, whereas sexuals were restricted to the centre. We investigated the hypothesis that spatial distribution responded to ecological differences. We studied the ecological significance of this segregation by linking environmental data to male presence, sexual fraction, ploidy, and genetic structure of our model organism in 12 ponds in the lake basin. Hydro-chemical and biological data indicated that the observed segregation is not only spatial but also ecological, with sexual E. virens occurring in ponds with shorter and probably more unpredictable hydroperiod. The correlations between environmental gradients and E. virens population structure suggest that sexual and parthenogenetic lineages are ecologically segregated. Sexual populations appeared restricted to sufficiently unpredictable environments, while parthenogens dominated environments with longer hydroperiods. Local coexistence seems mediated by spatial heterogeneity in habitat stability.",10.1139/cjz-2012-0236,Y,0,1,0,0,0,0,Single,Freshwater,Other,Lake,0,0,0,1,0,Single,1,1,0,0,,,0,Single,0,0,0,0,1,,traits = reproductive mode,
"Schnedler-Meyer, Nicolas Azana; Mariani, Patrizio; Kiorboe, Thomas",2016,The global susceptibility of coastal forage fish to competition by large jellyfish,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"Competition between large jellyfish and forage fish for zooplankton prey is both a possible cause of jellyfish increases and a concern for the management of marine ecosystems and fisheries. Identifying principal factors affecting this competition is therefore important for marine management, but the lack of both good quality data and a robust theoretical framework have prevented general global analyses. Here, we present a general mechanistic food web model that considers fundamental differences in feeding modes and predation pressure between fish and jellyfish. The model predicts forage fish dominance at low primary production, and a shift towards jellyfish with increasing productivity, turbidity and fishing. We present an index of global ecosystem susceptibility to shifts in fish-jellyfish dominance that compares well with data on jellyfish distributions and trends. The results are a step towards better understanding the processes that govern jellyfish occurrences globally and highlight the advantage of considering feeding traits in ecosystem models.",10.1098/rspb.2016.1931,Y,0,0,0,0,0,1,Single,Marine,Multiple,Broad,0,0,0,0,1,Single,1,0,0,0,,,1,Single,0,0,0,0,1,,traits = diet,
"Schoeman, M. Corrie; Jacobs, David S.",2011,The relative influence of competition and prey defences on the trophic structure of animalivorous bat ensembles,OECOLOGIA,"Deterministic filters such as competition and prey defences should have a strong influence on the community structure of animals like animalivorous bats which have life histories characterized by low fecundity, low predation risk, long life expectancy and stable populations. We investigated the relative influence of these two deterministic filters on the trophic structure of animalivorous bat assemblages in South Africa. We used null models to test if patterns of dietary overlap were significantly different from patterns expected by chance and multivariate analyses to test the correlations between diet and phenotype (body size, wing morphology and echolocation). We found little evidence that competition structured the trophic niche of coexisting bats. Contrary to predictions from competition, dietary overlap between bats of ensembles and functional groups (open-air, clutter-edge, and clutter foragers) were significantly higher than expected by chance. Instead, we found support for the predictions of the allotonic frequency hypothesis: there were significant relationships between peak echolocation frequency and the proportion of moths in the diets of bats at local and regional scales, and peak echolocation frequency was the best predictor of diet even after we controlled for the influence of body size and phylogeny. These results suggest that echolocation frequency and prey hearing exert more influence on the trophic structure of sympatric animalivorous bats than competition. Nonetheless, differential habitat use and sensory bias may also be major determinants of trophic structure because these are also correlated with frequencies of bat calls.",10.1007/s00442-010-1854-3,Y,0,1,0,0,1,0,Multiple,Terrestrial,Mammals,Broad,0,1,0,0,1,Multiple,2,1,0,1,,,1,Multiple,0,0,0,0,1,,"traits = diet, body size, wing morphology, and echolocation",
"Schreiber, Sebastian J.; Ryan, Maureen E.",2011,Invasion speeds for structured populations in fluctuating environments,THEORETICAL ECOLOGY,"We live in a time where climate models predict future increases in environmental variability and biological invasions are becoming increasingly frequent. A key to developing effective responses to biological invasions in increasingly variable environments will be estimates of their rates of spatial spread and the associated uncertainty of these estimates. Using stochastic, stage-structured, integrodifference equation models, we show analytically that invasion speeds are asymptotically normally distributed with a variance that decreases in time. We apply our methods to a simple juvenile-adult model with stochastic variation in reproduction and an illustrative example with published data for the perennial herb, Calathea ovandensis. These examples buttressed by additional analysis reveal that increased variability in vital rates simultaneously slow down invasions yet generate greater uncertainty about rates of spatial spread. Moreover, while temporal autocorrelations in vital rates inflate variability in invasion speeds, the effect of these autocorrelations on the average invasion speed can be positive or negative depending on life history traits and how well vital rates ""remember"" the past.",10.1007/s12080-010-0098-5,N,,,,,,,Multiple,,,,,,,,,Multiple,0,,,,,,,Multiple,,,,,0,,,
"Schreiber, SJ; Vejdani, M",2006,Handling time promotes the coevolution of aggregation in preclator-prey systems,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"Predators often have type 11 functional responses and live in environments where their life history traits as well as those of their prey vary from patch to patch. To understand how spatial heterogeneity and predator handling times influence the coevolution of patch preferences and ecological stability, we perform an ecological and evolutionary analysis of a Nicholson-Bailey type model. We prove that coevolutionarily stable prey and searching predators prefer patches that in isolation support higher prey and searching predator densities, respectively. Using this fact, we determine how environmental variation and predator handling times influence the spatial patterns of patch preferences, population abundances and per-capita predation rates. In particular, long predator handling times are shown to result in the coevolution of predator and prey aggregation. An analytic expression characterizing ecological stability of the coevolved populations is derived. This expression implies that contrary to traditional theoretical expectations, predator handling time can stabilize predator-prey interactions through its coevolutionary influence on patch preferences. These results are shown to have important implications for classical biological control.",10.1098/rspb.2005.3236,Y,0,0,0,0,0,1,Single,Broad,Broad,Broad,0,0,0,0,1,Single,1,1,0,1,,,1,Multiple,0,0,0,0,1,1,traits = prey searching strategy,
"Schroeder-Georgi, Thomas; Wirth, Christian; Nadrowski, Karin; Meyer, Sebastian T.; Mommer, Liesje; Weigelt, Alexandra",2016,From pots to plots: hierarchical trait-based prediction of plant performance in a mesic grassland,JOURNAL OF ECOLOGY,"1. Traits are powerful predictors of ecosystem functions pointing to underlying physiological and ecological processes. Plant individual performance results from the coordinated operation of many processes, ranging from nutrient uptake over organ turnover to photosynthesis, thus requiring a large set of traits for its prediction. For plant performance on higher hierarchical levels, e.g. populations, additional traits important for plant-plant and trophic interactions may be required which should even enlarge the spectrum of relevant predictor traits.2. The goal of this study was to assess the importance of plant functional traits to predict individual and population performance of grassland species with particular focus on the significance of root traits. We tested this for 59 grassland species using 35 traits divided into three trait clusters: leaf traits (16), stature traits (8) and root traits (11), using individual biomass of mesocosm plants as a measure of individual performance and population biomass of monocultures as a measure of population performance. We applied structural equation models to disentangle direct effects of single traits on population biomass and indirect effects via individual plant biomass or shoot density. We tested multivariate trait effects on individual and population biomass to analyse whether the importance of different trait clusters shifts with increasing hierarchical integration from individuals to populations.3. Traits of all three clusters significantly correlated with individual and population biomass. However, in spite of a number of significant correlations, above-below-ground linkages were generally weak, with few exceptions like N content.4. Stature traits exclusively affected population biomass indirectly via their effect on individual biomass, whereas root and leaf traits showed also direct effects and partly indirect effects via density.5. The inclusion of root traits in multiple regression models improved the prediction of individual biomass when compared with models with only above-ground information only slightly (95% vs. 93% of variance prediction with and without root traits, respectively) but was crucial for the prediction of population biomass (77% and 49%, respectively). Root traits were more important for plant performance than leaf traits and were even the most important predictors at the population level6. Synthesis. Upscaling from the individual to the population level reflects an increasing number of processes requiring traits from different trait clusters for their prediction. Our results emphasize the importance of root traits for trait-based studies especially at higher organizational levels. Our approach provides a comprehensive framework acknowledging the hierarchical nature of trait influences. This is one step towards a more process-oriented assessment of trait-based approaches.",10.1111/1365-2745.12489,Y,0,0,1,0,1,0,Multiple,Terrestrial,Plants,Broad,0,1,0,0,0,Single,1,1,0,0,,,0,Single,0,0,0,0,1,,"traits = leaf (mass production, DMC, carbon, N, C:N, N uptake, thickness, toughness, conductivity, area, length, wdith: length, SLA, area:perimeter, specific density), standing height, stretched height, erectness, leaf area ratio, leaf mass ratio, shoot root ratio, specific stem density, stem dry matter content, root carbon, root nitrogen, C:N, N updtake, root diameter, specific root area, specific root density, specific root length, evenness root area, evenness root length, evenness root mass",
