"","DOI","Ecosystem","Taxonomic","Taxonomic Group","GlobalChange","GlobalChangeCat","Predictive","TOS","TT","filter","abundance","activity","composition","growth","habitat","life history","morphology","resource acquisition","survival"
"368","10.1111/1365-2745.12013","Terrestrial","Plants","Plants","0","no",0,"Observational","Life History","Abiotic",0,0,0,1,0,0,1,0,0
"369","10.1111/1365-2745.12098","Terrestrial","Plants","Plants","0","no",0,"Observational","Life History","Abiotic",0,1,0,0,1,1,1,0,0
"370","10.1111/1365-2745.12160","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Abiotic",0,0,1,0,0,0,1,0,0
"371","10.1111/1365-2745.12199","Terrestrial","Plants","Plants","Habitat Degredation","yes",0,"Observational","Life History","Abiotic",0,1,0,0,0,1,0,0,1
"372","10.1111/1365-2745.12333","Terrestrial","Plants","Plants","0","no",0,"Metanalysis","Life History","Dispersal",0,1,0,0,0,1,0,0,0
"373","10.1111/1365-2745.12366","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Abiotic",0,0,1,0,0,1,1,0,0
"374","10.1111/1365-2745.12480","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Biotic",0,0,0,0,0,0,1,0,0
"375","10.1111/1365-2745.12489","Terrestrial","Plants","Plants","0","no",0,"Experiment","Morphological","Abiotic",1,0,1,0,0,0,1,1,0
"376","10.1111/1365-2745.12536","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Biotic",0,0,1,0,0,1,1,0,0
"377","10.1111/1365-2745.12598","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Abiotic",0,0,1,0,0,0,1,0,0
"378","10.1111/1365-2745.12604","Terrestrial","Plants","Plants","Climate Change","yes",0,"Observational","Morphological","Abiotic",0,0,0,0,0,1,1,0,0
"379","10.1111/1365-2745.12633","Terrestrial","Other","Other","0","no",0,"Observational","Morphological","Abiotic",0,0,1,0,1,0,1,0,0
"380","10.1111/1365-2745.12658","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Biotic",0,0,1,0,0,0,1,0,0
"381","10.1111/1365-2745.12747","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Biotic",0,0,1,0,0,1,1,0,0
"382","10.1111/1365-2745.12802","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Abiotic",0,0,1,0,0,0,1,1,0
"383","10.1111/1365-2745.12851","Terrestrial","Plants","Plants","0","no",0,"Observational","Life History","Abiotic",0,0,0,0,0,0,1,0,0
"384","10.1111/1365-2745.12996","Terrestrial","Plants","Plants","Habitat Degredation","yes",0,"Observational","Life History","Biotic",0,0,1,0,0,1,1,0,0
"385","10.1111/1365-2745.13074","Terrestrial","Plants","Plants","0","no",0,"Theoretical","Life History","Abiotic",0,1,0,0,0,0,0,1,0
"386","10.1111/1462-2920.12211","Terrestrial","Other","Other","0","no",0,"Observational","Physiological","Abiotic",0,0,0,0,0,0,0,1,0
"387","10.1111/1749-4877.12319","Terrestrial","Multiple","Multiple","0","no",0,"Observational","Morphological","Trophic",0,0,0,0,0,0,1,0,0
"388","10.1111/1752-1688.12650","Freshwater","Other","Other","0","no",0,"Observational","Morphological","Trophic",0,1,0,1,1,1,1,1,0
"389","10.1111/2041-210X.12211","Multiple","Multiple","Multiple","0","no",1,"Observational","Life History","Abiotic",0,0,0,1,0,1,1,1,0
"390","10.1111/2041-210X.12280","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Abiotic",0,0,1,0,0,0,1,0,0
"391","10.1111/2041-210X.12471","Terrestrial","Multiple","Multiple","0","no",0,"Observational","Life History","Trophic",0,1,0,0,0,1,1,1,0
"392","10.1111/2041-210X.12591","Freshwater","Other","Other","0","no",0,"Observational","Morphological","Abiotic",0,0,0,0,0,0,1,1,0
"393","10.1111/2041-210X.12735","Terrestrial","Plants","Plants","0","no",0,"Theoretical","Morphological","Biotic",0,0,0,0,0,0,1,0,0
"394","10.1111/aec.12607","Freshwater","Herpetofauna","Vertebrate","0","no",0,"Observational","Morphological","Abiotic",0,0,0,0,0,0,1,0,0
"395","10.1111/bij.12238","Terrestrial","Mammals","Vertebrate","0","no",0,"Observational","Morphological","Abiotic",0,0,0,1,0,1,1,0,0
"396","10.1111/brv.12250","Multiple","Multiple","Multiple","Global Change Broad","yes",0,"Review","Morphological","Trophic",0,0,0,0,0,0,1,0,0
"397","10.1111/brv.12366","Terrestrial","Multiple","Multiple","0","no",0,"Review","Morphological","Trophic",0,0,0,0,0,0,1,0,0
"398","10.1111/brv.12377","Terrestrial","Multiple","Multiple","0","no",0,"Review","Behavioural","Trophic",0,1,0,0,0,0,0,0,0
"399","10.1111/brv.12461","Terrestrial","Plants","Plants","0","no",0,"Metanalysis","Life History","Abiotic",0,0,0,1,1,1,0,0,0
"400","10.1111/cobi.12378","Marine","Birds","Vertebrate","Global Change Broad","yes",0,"Observational","Behavioural","Abiotic",0,0,0,0,0,1,0,1,0
"401","10.1111/ddi.12074","Marine","Other","Other","Invasion","yes",0,"Observational","Life History","Abiotic",0,0,0,0,0,1,1,0,0
"402","10.1111/ddi.12708","Terrestrial","Plants","Plants","Invasion","yes",0,"Observational","Life History","Biotic",0,0,0,0,0,1,1,0,0
"403","10.1111/ddi.12712","Marine","Multiple","Multiple","0","no",0,"Observational","Behavioural","Abiotic",0,0,0,0,0,0,1,1,0
"404","10.1111/ddi.12721","Terrestrial","Birds","Vertebrate","Invasion","yes",0,"Review","Morphological","Biotic",0,1,0,0,1,0,1,1,0
"405","10.1111/ddi.12747","Freshwater","Fish","Vertebrate","Invasion","yes",0,"Observational","Physiological","Abiotic",0,0,0,0,1,1,1,1,0
"406","10.1111/ddi.12785","Terrestrial","Insects","Invertebrate","0","no",0,"Observational","Behavioural","Abiotic",1,1,0,0,0,0,0,1,0
"407","10.1111/ddi.12790","Terrestrial","Multiple","Multiple","0","no",0,"Observational","Morphological","Biotic",0,1,0,0,1,0,1,1,0
"408","10.1111/ecog.00473","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Abiotic",0,0,1,0,0,1,1,0,0
"409","10.1111/ecog.00623","Terrestrial","Birds","Vertebrate","0","no",0,"Observational","Morphological","Abiotic",0,0,0,0,0,0,1,0,0
"410","10.1111/ecog.00938","Terrestrial","Insects","Invertebrate","0","no",0,"Observational","Life History","Abiotic",0,1,0,1,0,1,1,0,0
"411","10.1111/ecog.02010","Terrestrial","Plants","Plants","0","no",0,"Observational","Life History","Abiotic",0,0,0,0,0,0,1,0,0
"412","10.1111/ecog.02516","Terrestrial","Plants","Plants","Habitat Degredation","yes",0,"Observational","Physiological","Dispersal",0,1,0,1,0,1,1,1,0
"413","10.1111/ecog.02632","Terrestrial","Insects","Invertebrate","Habitat Degredation","yes",0,"Observational","Morphological","Abiotic",0,1,0,0,0,1,1,1,0
"414","10.1111/ecog.02926","Freshwater","Plankton","Invertebrate","Habitat Degredation","yes",0,"Observational","Life History","Abiotic",0,0,0,0,1,0,1,1,0
"415","10.1111/ecog.02968","Terrestrial","Multiple","Multiple","Climate Change","yes",0,"Review","Behavioural","Abiotic",1,1,0,0,1,1,1,1,0
"416","10.1111/ecog.03396","Terrestrial","Multiple","Multiple","0","no",0,"Review","Morphological","Trophic",1,0,0,0,0,1,1,0,0
"417","10.1111/ecog.03582","Multiple","Multiple","Multiple","0","no",0,"Observational","Morphological","Abiotic",0,0,0,0,0,0,1,0,0
"418","10.1111/ecog.03747","Terrestrial","Mammals","Vertebrate","0","no",0,"Observational","Behavioural","Abiotic",0,0,0,0,1,0,1,1,0
"419","10.1111/ecog.03782","Freshwater","Fish","Vertebrate","0","no",0,"Observational","Life History","Trophic",0,1,0,0,0,1,1,0,0
"420","10.1111/ecog.03917","Terrestrial","Insects","Invertebrate","0","no",0,"Observational","Morphological","Abiotic",0,0,0,0,0,0,1,0,0
"421","10.1111/een.1.2425","Terrestrial","Insects","Invertebrate","0","no",0,"Observational","Morphological","Abiotic",0,0,1,0,0,0,0,1,0
"422","10.1111/een.12374","Terrestrial","Insects","Invertebrate","0","no",0,"Observational","Morphological","Trophic",0,0,0,0,0,0,1,0,0
"423","10.1111/een.12454","Terrestrial","Insects","Invertebrate","0","no",0,"Observational","Morphological","Dispersal",0,0,0,0,0,0,1,1,0
"424","10.1111/eff.12333","Freshwater","Fish","Vertebrate","0","no",0,"Observational","Behavioural","Abiotic",0,0,0,1,0,0,1,1,0
"425","10.1111/ele.12080","Terrestrial","Plants","Plants","0","no",0,"Metanalysis","Life History","Abiotic",0,0,0,1,1,1,0,0,0
"426","10.1111/ele.12081","Multiple","Multiple","Multiple","0","no",0,"Theoretical","Morphological","Trophic",0,1,0,1,1,1,1,1,0
"427","10.1111/ele.12157","Multiple","Multiple","Multiple","0","no",0,"Theoretical","Physiological","Biotic",0,0,1,1,0,1,1,0,0
"428","10.1111/ele.12342","Terrestrial","Plants","Plants","0","no",0,"Review","Morphological","Biotic",0,0,0,0,0,0,1,0,0
"429","10.1111/ele.12351","Marine","Fish","Vertebrate","0","no",0,"Observational","Morphological","Biotic",0,0,0,0,0,0,1,0,0
"430","10.1111/ele.12529","Terrestrial","Multiple","Multiple","0","no",0,"Experiment","Morphological","Trophic",0,0,1,0,0,0,1,0,0
"431","10.1111/ele.12532","Terrestrial","Plants","Plants","0","no",0,"Experiment","Physiological","Abiotic",0,0,1,1,0,1,1,1,0
"432","10.1111/ele.12576","Multiple","Fish","Vertebrate","0","no",0,"Metanalysis","Morphological","Abiotic",0,0,0,0,0,1,0,0,0
"433","10.1111/ele.12642","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Biotic",0,0,1,0,0,1,1,0,0
"434","10.1111/ele.12688","Marine","Other","Other","0","no",0,"Review","Life History","Abiotic",0,0,0,0,0,1,1,1,0
"435","10.1111/ele.12728","Terrestrial","Multiple","Multiple","Invasion","yes",0,"Review","Life History","Biotic",0,0,0,0,0,1,1,0,0
"436","10.1111/ele.12757","Terrestrial","Insects","Invertebrate","0","no",0,"Observational","Behavioural","Biotic",0,1,0,0,1,0,0,0,0
"437","10.1111/ele.12945","Multiple","Plants","Plants","0","no",0,"Review","Morphological","Abiotic",0,0,1,1,0,0,1,1,0
"438","10.1111/ele.13216","Terrestrial","Herpetofauna","Vertebrate","0","no",0,"Observational","Morphological","Trophic",1,0,0,0,0,0,1,0,0
"439","10.1111/ele.13217","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Biotic",0,0,0,1,0,0,1,0,0
"440","10.1111/ele.13235","Freshwater","Multiple","Multiple","0","no",1,"Theoretical","Life History","Biotic",0,0,0,0,1,0,0,0,0
"441","10.1111/evo.12153","Terrestrial","Herpetofauna","Vertebrate","0","no",0,"Observational","Morphological","Abiotic",0,0,0,0,0,0,1,0,0
"442","10.1111/evo.12518","Multiple","Multiple","Multiple","0","no",0,"Review","Morphological","Abiotic",0,0,0,0,0,1,0,1,0
"443","10.1111/faf.12155","Marine","Fish","Vertebrate","Climate Change","yes",0,"Review","Life History","Abiotic",0,1,0,1,1,1,0,1,1
"444","10.1111/faf.12347","Marine","Fish","Vertebrate","0","no",0,"Metanalysis","Morphological","Trophic",0,0,1,0,0,0,1,0,0
"445","10.1111/fwb.12228","Freshwater","Other","Other","0","no",0,"Observational","Behavioural","Abiotic",0,0,0,0,0,1,0,1,0
"446","10.1111/fwb.12527","Freshwater","Plankton","Invertebrate","0","no",0,"Observational","Life History","Abiotic",0,0,0,0,0,0,1,1,0
"447","10.1111/fwb.12554","Freshwater","Multiple","Multiple","0","no",0,"Observational","Behavioural","Biotic",0,0,0,0,1,0,0,1,0
"448","10.1111/fwb.12934","Freshwater","Multiple","Multiple","0","no",0,"Observational","Life History","Biotic",0,0,0,0,0,0,1,1,0
"449","10.1111/fwb.12961","Freshwater","Insects","Invertebrate","0","no",0,"Observational","Life History","Abiotic",0,0,0,0,1,1,1,1,0
"450","10.1111/fwb.12966","Freshwater","Plankton","Invertebrate","0","no",0,"Observational","Behavioural","Abiotic",0,0,0,1,0,0,1,1,0
"451","10.1111/fwb.13233","Freshwater","Fish","Vertebrate","Habitat Degredation","yes",0,"Observational","Morphological","Abiotic",0,0,0,0,1,0,1,1,0
"452","10.1111/gcb.12355","Freshwater","Multiple","Multiple","Global Change Broad","yes",0,"Experiment","Behavioural","Biotic",0,1,0,0,0,0,1,1,0
"453","10.1111/gcb.12545","Freshwater","Fish","Vertebrate","0","no",0,"Observational","Life History","Abiotic",0,0,0,1,0,1,0,0,0
"454","10.1111/gcb.12604","Terrestrial","Plants","Plants","Climate Change","yes",1,"Theoretical","Morphological","Abiotic",0,0,0,0,0,0,1,0,0
"455","10.1111/gcb.12780","Freshwater","Fish","Vertebrate","Invasion","yes",0,"Observational","Life History","Trophic",0,0,0,0,1,1,1,1,0
"456","10.1111/gcb.12862","Terrestrial","Birds","Vertebrate","Global Change Broad","yes",0,"Review","Behavioural","Abiotic",0,1,0,0,0,1,1,1,0
"457","10.1111/gcb.13016","Terrestrial","Herpetofauna","Vertebrate","Climate Change","yes",0,"Observational","Physiological","Abiotic",0,0,0,0,1,0,0,0,0
"458","10.1111/gcb.13085","Freshwater","Plankton","Invertebrate","Climate Change","yes",1,"Observational","Morphological","Abiotic",0,1,1,0,0,0,1,0,0
"459","10.1111/gcb.13174","Terrestrial","Plants","Plants","0","no",0,"Observational","Life History","Abiotic",0,0,0,1,0,0,0,1,0
"460","10.1111/gcb.13184","Marine","Multiple","Multiple","Climate Change","yes",0,"Review","Behavioural","Dispersal",0,0,0,1,1,0,0,0,0
"461","10.1111/gcb.13538","Marine","Birds","Vertebrate","Climate Change","yes",0,"Observational","Life History","Abiotic",0,0,0,0,0,1,0,0,1
"462","10.1111/gcb.13542","Terrestrial","Plants","Plants","Climate Change","yes",0,"Theoretical","Life History","Abiotic",0,0,1,1,0,0,1,1,0
"463","10.1111/gcb.13736","Multiple","Multiple","Multiple","Climate Change","yes",0,"Metanalysis","Life History","Abiotic",0,0,0,0,1,1,1,1,0
"464","10.1111/gcb.13835","Marine","Fish","Vertebrate","Global Change Multiple","yes",0,"Metanalysis","Physiological","Abiotic",0,0,0,0,1,0,0,0,0
"465","10.1111/gcb.14119","Marine","Fish","Vertebrate","Climate Change","yes",0,"Observational","Behavioural","Abiotic",0,1,0,0,1,0,1,1,0
"466","10.1111/geb.12003","Terrestrial","Herpetofauna","Vertebrate","0","no",0,"Review","Morphological","Dispersal",0,0,0,0,0,0,1,0,0
"467","10.1111/geb.12030","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Abiotic",0,0,1,0,0,1,1,0,0
"468","10.1111/geb.12088","Terrestrial","Mammals","Vertebrate","Invasion","yes",0,"Observational","Life History","Abiotic",0,0,0,0,1,1,1,1,0
"469","10.1111/geb.12148","Terrestrial","Birds","Vertebrate","0","no",0,"Review","Behavioural","Trophic",0,1,0,0,0,1,1,1,0
"470","10.1111/geb.12167","Terrestrial","Plants","Plants","0","no",0,"Observational","Life History","Abiotic",0,0,1,0,1,1,1,1,0
"471","10.1111/geb.12249","Terrestrial","Plants","Plants","Invasion","yes",0,"Metanalysis","Life History","Abiotic",0,0,0,0,1,1,0,1,0
"472","10.1111/geb.12306","Terrestrial","Plants","Plants","Global Change Broad","yes",0,"Review","Morphological","Abiotic",0,1,0,1,1,1,1,0,0
"473","10.1111/geb.12475","Freshwater","Fish","Vertebrate","0","no",0,"Observational","Physiological","Trophic",0,0,0,0,1,0,1,1,0
"474","10.1111/geb.12521","Terrestrial","Insects","Invertebrate","Habitat Degredation","yes",0,"Observational","Life History","Trophic",0,1,0,0,0,1,1,1,0
"475","10.1111/geb.12537","Multiple","Multiple","Multiple","0","no",0,"Observational","Morphological","Abiotic",0,0,0,0,0,0,1,0,0
"476","10.1111/geb.12567","Terrestrial","Multiple","Multiple","Invasion","yes",0,"Observational","Life History","Abiotic",0,1,0,1,1,1,1,1,0
"477","10.1111/geb.12636","Terrestrial","Plants","Plants","0","no",0,"Observational","Life History","Trophic",0,0,0,0,0,0,0,0,1
"478","10.1111/geb.12637","Terrestrial","Plants","Plants","0","no",0,"Review","Physiological","Abiotic",0,0,0,0,1,0,0,0,0
"479","10.1111/geb.12783","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Abiotic",0,0,1,0,0,1,1,0,0
"480","10.1111/gfs.12129","Terrestrial","Plants","Plants","0","no",0,"Review","Morphological","Abiotic",0,0,0,0,0,1,1,0,0
"481","10.1111/icad.12051","Terrestrial","Insects","Invertebrate","0","no",0,"Observational","Behavioural","Abiotic",0,0,0,0,1,1,1,1,0
"482","10.1111/icad.12248","Terrestrial","Insects","Invertebrate","Habitat Degredation","yes",0,"Observational","Morphological","Abiotic",0,0,0,0,0,0,1,0,0
"483","10.1111/icad.12271","Freshwater","Insects","Invertebrate","0","no",0,"Observational","Morphological","Biotic",0,0,0,0,1,1,1,1,0
"484","10.1111/j.0014-3820.2005.tb01015.x","Marine","Other","Other","0","no",0,"Observational","Morphological","Biotic",0,0,0,0,0,0,1,0,0
"485","10.1111/j.0030-1299.2005.13632.x","Terrestrial","Plants","Plants","0","no",0,"Observational","Life History","Abiotic",0,1,0,0,0,1,0,0,1
"486","10.1111/j.0906-7590.2008.05457.x","Terrestrial","Other","Other","Invasion","yes",0,"Observational","Life History","Abiotic",0,0,0,0,1,0,0,0,0
"487","10.1111/j.1095-8312.2005.00465.x","Terrestrial","Herpetofauna","Vertebrate","0","no",0,"Observational","Morphological","Trophic",0,1,0,0,0,1,1,0,0
"488","10.1111/j.1095-8312.2007.00909.x","Terrestrial","Herpetofauna","Vertebrate","0","no",0,"Observational","Morphological","Trophic",0,0,0,0,0,0,1,0,0
"489","10.1111/j.1095-8312.2008.01102.x","Terrestrial","Insects","Invertebrate","0","no",0,"Review","Life History","Abiotic",0,0,0,0,0,1,0,0,0
"490","10.1111/j.1095-8312.2008.01112.x","Freshwater","Fish","Vertebrate","0","no",0,"Observational","Morphological","Trophic",0,0,0,0,0,0,1,0,0
"491","10.1111/j.1095-8312.2010.01569.x","Terrestrial","Insects","Invertebrate","0","no",0,"Observational","Morphological","Abiotic",0,0,0,0,0,0,1,0,0
"492","10.1111/j.1095-8649.2010.02640.x","Freshwater","Fish","Vertebrate","0","no",0,"Observational","Morphological","Abiotic",0,0,0,0,0,0,1,0,0
"493","10.1111/j.1095-8649.2012.03294.x","Freshwater","Fish","Vertebrate","0","no",0,"Observational","Morphological","Trophic",0,0,0,0,0,0,1,1,0
"494","10.1111/j.1365-2109.2012.03205.x","Freshwater","Fish","Vertebrate","0","no",0,"Experiment","Behavioural","Trophic",0,0,0,0,0,0,1,1,0
"495","10.1111/j.1365-2311.2008.01044.x","Terrestrial","Birds","Vertebrate","0","no",0,"Experiment","Behavioural","Trophic",0,0,0,0,0,0,0,1,0
"496","10.1111/j.1365-2427.1994.tb01754.x","Freshwater","Plants","Plants","0","no",0,"Observational","Morphological","Abiotic",0,0,0,0,0,1,1,0,0
"497","10.1111/j.1365-2427.1994.tb01755.x","Freshwater","Multiple","Multiple","0","no",0,"Observational","Life History","Abiotic",0,1,0,1,1,1,1,1,0
"498","10.1111/j.1365-2427.1994.tb01756.x","Terrestrial","Multiple","Multiple","0","no",0,"Observational","Physiological","Trophic",0,1,0,1,0,1,1,1,0
"499","10.1111/j.1365-2427.2007.01736.x","Freshwater","Fish","Vertebrate","0","no",0,"Observational","Life History","Abiotic",0,0,0,0,1,0,0,1,0
"500","10.1111/j.1365-2427.2009.02220.x","Freshwater","Fish","Vertebrate","0","no",0,"Observational","Behavioural","Abiotic",0,0,0,0,1,1,0,1,0
"501","10.1111/j.1365-2435.2008.01477.x","Terrestrial","Plants","Plants","0","no",0,"Metanalysis","Morphological","Abiotic",0,0,0,0,0,1,0,0,0
"502","10.1111/j.1365-2435.2009.01528.x","Terrestrial","Mammals","Vertebrate","0","no",0,"Review","Morphological","Abiotic",0,0,1,0,0,0,1,1,0
"503","10.1111/j.1365-2435.2009.01614.x","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Abiotic",0,0,1,0,0,0,1,0,0
"504","10.1111/j.1365-2435.2010.01727.x","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Biotic",0,0,1,0,0,0,1,0,0
"505","10.1111/j.1365-2435.2012.02057.x","Terrestrial","Multiple","Multiple","Global Change Broad","yes",0,"Review","Physiological","Abiotic",0,1,0,0,0,0,0,0,0
"506","10.1111/j.1365-2486.2007.01483.x","Terrestrial","Plants","Plants","Global Change Broad","yes",0,"Observational","Life History","Abiotic",0,0,0,1,0,1,0,0,0
"507","10.1111/j.1365-2486.2009.01905.x","Terrestrial","Plants","Plants","0","no",1,"Theoretical","Morphological","Biotic",0,0,1,0,0,0,1,0,0
"508","10.1111/j.1365-2486.2009.01963.x","Terrestrial","Birds","Vertebrate","Climate Change","yes",1,"Review","Morphological","Abiotic",0,1,0,0,1,1,1,1,0
"509","10.1111/j.1365-2486.2011.02614.x","Terrestrial","Plants","Plants","Climate Change","yes",1,"Theoretical","Behavioural","Dispersal",0,1,0,1,0,0,0,1,0
"510","10.1111/j.1365-2656.2006.01068.x","Freshwater","Other","Other","0","no",0,"Observational","Life History","Dispersal",0,1,0,0,0,1,0,1,0
"511","10.1111/j.1365-2656.2007.01284.x","Freshwater","Fish","Vertebrate","0","no",0,"Experiment","Behavioural","Abiotic",0,1,0,0,0,0,0,1,0
"512","10.1111/j.1365-2656.2008.01443.x","Terrestrial","Insects","Invertebrate","0","no",0,"Observational","Behavioural","Abiotic",0,1,0,0,1,0,1,1,0
"513","10.1111/j.1365-2656.2008.01460.x","Multiple","Multiple","Multiple","0","no",0,"Review","Morphological","Trophic",0,0,0,0,0,0,1,0,0
"514","10.1111/j.1365-2656.2010.01660.x","Freshwater","Other","Other","0","no",0,"Observational","Behavioural","Biotic",0,1,0,1,0,1,1,1,0
"515","10.1111/j.1365-2656.2010.01666.x","Terrestrial","Insects","Invertebrate","Invasion","yes",0,"Experiment","Life History","Biotic",0,0,0,1,0,1,0,0,1
"516","10.1111/j.1365-2656.2010.01705.x","Freshwater","Multiple","Multiple","0","no",0,"Experiment","Morphological","Trophic",0,0,1,0,0,0,1,0,0
"517","10.1111/j.1365-2656.2010.01759.x","Freshwater","Fish","Vertebrate","0","no",0,"Observational","Morphological","Trophic",0,0,0,0,0,0,1,0,0
"518","10.1111/j.1365-2656.2011.01812.x","Multiple","Multiple","Multiple","0","no",0,"Theoretical","Morphological","Trophic",0,0,0,0,0,0,1,0,0
"519","10.1111/j.1365-2656.2011.01824.x","Terrestrial","Multiple","Multiple","Habitat Degredation","yes",0,"Observational","Behavioural","Biotic",0,0,0,0,0,0,0,1,0
"520","10.1111/j.1365-2656.2012.02015.x","Terrestrial","Birds","Vertebrate","0","no",0,"Observational","Behavioural","Abiotic",0,1,0,0,0,1,0,0,1
"521","10.1111/j.1365-2664.2006.001175.x","Terrestrial","Insects","Invertebrate","0","no",0,"Observational","Behavioural","Dispersal",0,1,0,0,0,1,1,0,0
"522","10.1111/j.1365-2664.2009.01714.x","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Dispersal",0,1,0,1,1,1,1,0,0
"523","10.1111/j.1365-2664.2011.02039.x","Terrestrial","Other","Other","Invasion","yes",0,"Observational","Life History","Dispersal",0,1,0,0,0,1,1,0,0
"524","10.1111/j.1365-2664.2012.02211.x","Terrestrial","Insects","Invertebrate","Habitat Degredation","yes",0,"Observational","Morphological","Abiotic",1,0,0,0,0,0,1,1,0
"525","10.1111/j.1365-2699.2007.01824.x","Terrestrial","Herpetofauna","Vertebrate","0","no",0,"Observational","Morphological","Abiotic",0,0,0,0,0,0,1,0,0
"526","10.1111/j.1365-2699.2010.02433.x","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Abiotic",0,0,0,1,0,0,1,0,0
"527","10.1111/j.1365-2699.2011.02502.x","Terrestrial","Birds","Vertebrate","0","no",0,"Observational","Behavioural","Abiotic",0,0,0,0,1,0,1,1,0
"528","10.1111/j.1365-2699.2012.02690.x","Terrestrial","Plants","Plants","Climate Change","yes",0,"Theoretical","Life History","Abiotic",0,0,0,0,0,0,0,1,0
"529","10.1111/j.1365-2745.2005.01046.x","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Abiotic",0,1,0,1,0,1,1,1,0
"530","10.1111/j.1365-2745.2009.01610.x","Terrestrial","Plants","Plants","0","no",0,"Observational","Life History","Abiotic",0,1,0,1,1,1,1,1,0
"531","10.1111/j.1365-2745.2010.01650.x","Terrestrial","Plants","Plants","0","no",0,"Observational","Life History","Abiotic",0,1,0,1,0,1,1,0,0
"532","10.1111/j.1365-2745.2010.01651.x","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Abiotic",0,0,1,0,0,0,1,0,0
"533","10.1111/j.1365-2745.2010.01662.x","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Biotic",0,0,1,0,0,1,1,1,0
"534","10.1111/j.1365-2745.2010.01687.x","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Abiotic",0,0,0,0,0,0,1,0,0
"535","10.1111/j.1365-2745.2010.01743.x","Terrestrial","Plants","Plants","0","no",0,"Observational","Life History","Abiotic",0,0,0,0,0,1,1,0,0
"536","10.1111/j.1365-2745.2011.01795.x","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Abiotic",0,0,0,0,0,0,1,0,0
"537","10.1111/j.1365-2745.2011.01860.x","Terrestrial","Plants","Plants","Invasion","yes",0,"Observational","Life History","Abiotic",0,0,0,0,1,1,1,1,0
"538","10.1111/j.1365-2745.2011.01932.x","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Abiotic",0,0,1,0,0,1,1,0,0
"539","10.1111/j.1365-2745.2012.01965.x","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Abiotic",0,0,1,0,0,0,1,0,0
"540","10.1111/j.1365-2745.2012.01966.x","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Abiotic",0,0,1,0,0,0,1,0,0
"541","10.1111/j.1366-9516.2005.00169.x","Terrestrial","Insects","Invertebrate","Invasion","yes",1,"Observational","Behavioural","Biotic",0,1,0,0,1,0,1,1,0
"542","10.1111/j.1438-8677.2012.00684.x","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Abiotic",0,0,0,0,0,1,1,0,0
"543","10.1111/j.1461-0248.2006.01006.x","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Dispersal",0,0,0,0,1,0,1,1,0
"544","10.1111/j.1461-0248.2007.01140.x","Terrestrial","Plants","Plants","0","no",0,"Experiment","Behavioural","Biotic",0,0,0,0,0,0,0,1,0
"545","10.1111/j.1461-0248.2008.01255.x","Terrestrial","Multiple","Multiple","Habitat Degredation","yes",0,"Metanalysis","Life History","Abiotic",0,1,0,1,0,1,1,1,0
"546","10.1111/j.1461-0248.2009.01307.x","Terrestrial","Mammals","Vertebrate","Global Change Broad","yes",0,"Review","Life History","Abiotic",1,0,0,1,1,1,1,0,0
"547","10.1111/j.1461-0248.2010.01456.x","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Biotic",0,0,0,0,1,0,1,0,0
"548","10.1111/j.1461-0248.2010.01493.x","Terrestrial","Birds","Vertebrate","0","no",0,"Review","Behavioural","Abiotic",0,1,0,0,0,1,1,1,0
"549","10.1111/j.1461-0248.2010.01541.x","Terrestrial","Plants","Plants","0","no",0,"Observational","Physiological","Abiotic",0,0,1,0,0,1,1,0,0
"550","10.1111/j.1461-0248.2011.01620.x","Terrestrial","Multiple","Multiple","Climate Change","yes",0,"Observational","Morphological","Trophic",0,0,0,0,0,0,1,0,0
